"","GSM3317067","GSM3317068","GSM3317069","GSM3317070","GSM3317071","GSM3317072"
"ENSMUSG00000117373",0,0,0,0,0,0
"ENSMUSG00000117374",0,0,0,0,0,0
"ENSMUSG00000117375",0,0,0,0,0,0
"ENSMUSG00000117376",6,4,10,5,10,5
"ENSMUSG00000117377",0,0,0,0,0,0
"ENSMUSG00000117378",0,0,0,0,0,0
"ENSMUSG00000117379",0,0,0,0,0,0
"ENSMUSG00000117380",0,0,0,0,0,0
"ENSMUSG00000117381",0,0,0,0,0,0
"ENSMUSG00000117382",0,0,0,0,0,0
"ENSMUSG00000117383",0,0,0,0,0,0
"ENSMUSG00000117384",0,0,0,0,0,0
"ENSMUSG00000117385",1,1,0,0,0,0
"ENSMUSG00000117386",0,0,0,0,0,0
"ENSMUSG00000117387",7,1,1,4,0,6
"ENSMUSG00000117388",0,0,0,0,0,0
"ENSMUSG00000117389",0,0,0,0,0,0
"ENSMUSG00000117390",0,1,0,0,2,1
"ENSMUSG00000117391",0,0,0,0,0,0
"ENSMUSG00000117392",0,0,0,0,0,0
"ENSMUSG00000117393",0,6,0,0,0,2
"ENSMUSG00000117394",0,0,0,0,0,0
"ENSMUSG00000117395",0,0,0,0,0,0
"ENSMUSG00000117396",0,0,0,0,0,0
"ENSMUSG00000117397",0,0,0,0,0,0
"ENSMUSG00000117398",0,0,0,0,0,0
"ENSMUSG00000117399",0,2,4,0,0,0
"ENSMUSG00000117400",0,0,0,0,0,0
"ENSMUSG00000117401",12,9,11,39,28,10
"ENSMUSG00000117402",0,4,0,0,0,0
"ENSMUSG00000117403",1,0,0,0,1,0
"ENSMUSG00000117404",0,1,0,0,0,0
"ENSMUSG00000117405",0,0,1,0,0,0
"ENSMUSG00000117406",0,0,6,0,0,1
"ENSMUSG00000117407",0,0,1,2,5,0
"ENSMUSG00000117408",0,0,0,0,0,0
"ENSMUSG00000117409",0,0,0,0,0,0
"ENSMUSG00000117410",1,1,1,0,0,0
"ENSMUSG00000117411",0,0,0,0,0,0
"ENSMUSG00000117412",0,0,0,0,0,0
"ENSMUSG00000117413",0,0,0,0,0,0
"ENSMUSG00000117414",0,3,0,0,0,0
"ENSMUSG00000117415",0,0,0,0,2,0
"ENSMUSG00000117416",2,0,1,0,0,1
"ENSMUSG00000117417",0,0,0,0,0,0
"ENSMUSG00000117418",0,0,0,0,0,1
"ENSMUSG00000117419",0,0,0,0,0,0
"ENSMUSG00000117420",0,0,0,0,0,0
"ENSMUSG00000117421",0,0,0,0,0,0
"ENSMUSG00000117422",0,0,0,0,0,1
"ENSMUSG00000117423",3,1,2,0,0,3
"ENSMUSG00000117424",0,0,0,0,0,0
"ENSMUSG00000117425",0,0,0,0,0,0
"ENSMUSG00000117426",49,21,24,61,26,37
"ENSMUSG00000117427",1,0,0,0,0,1
"ENSMUSG00000117428",0,0,6,0,0,6
"ENSMUSG00000117429",0,0,0,0,0,0
"ENSMUSG00000117430",0,0,0,0,0,0
"ENSMUSG00000117431",0,0,0,0,0,0
"ENSMUSG00000117432",20,19,42,28,32,29
"ENSMUSG00000117433",0,0,0,0,0,0
"ENSMUSG00000117434",2,0,0,2,0,5
"ENSMUSG00000117435",0,0,0,0,0,0
"ENSMUSG00000117436",0,0,0,0,0,0
"ENSMUSG00000117437",0,0,0,0,0,0
"ENSMUSG00000117438",0,4,5,2,0,2
"ENSMUSG00000117439",0,0,0,0,0,0
"ENSMUSG00000117440",4,5,9,6,1,2
"ENSMUSG00000117441",0,15,0,0,0,0
"ENSMUSG00000117442",3,7,13,4,11,2
"ENSMUSG00000117443",0,0,0,0,0,0
"ENSMUSG00000117444",0,0,0,0,0,0
"ENSMUSG00000117445",0,0,0,0,0,0
"ENSMUSG00000117446",86,67,104,101,160,128
"ENSMUSG00000117447",0,0,0,0,0,0
"ENSMUSG00000117448",0,0,0,0,0,0
"ENSMUSG00000117449",0,0,0,4,1,0
"ENSMUSG00000117450",0,0,0,0,0,0
"ENSMUSG00000117451",0,0,0,0,0,0
"ENSMUSG00000117452",0,0,0,0,0,0
"ENSMUSG00000117453",3,3,5,14,7,6
"ENSMUSG00000117454",0,0,0,0,0,0
"ENSMUSG00000117455",0,0,0,0,0,0
"ENSMUSG00000117456",0,0,0,0,0,0
"ENSMUSG00000117457",0,0,0,0,0,0
"ENSMUSG00000117458",152,161,181,149,148,105
"ENSMUSG00000117459",0,0,0,0,0,0
"ENSMUSG00000117460",1,0,3,1,1,3
"ENSMUSG00000117461",0,0,0,0,0,0
"ENSMUSG00000117462",0,0,0,0,0,0
"ENSMUSG00000117463",0,0,0,0,0,0
"ENSMUSG00000117464",0,0,0,0,0,0
"ENSMUSG00000117465",0,0,0,0,1,0
"ENSMUSG00000117466",7,4,15,9,22,15
"ENSMUSG00000117467",0,0,0,0,0,0
"ENSMUSG00000117468",0,0,0,0,0,0
"ENSMUSG00000117469",0,0,0,0,0,0
"ENSMUSG00000117470",0,0,0,0,0,0
"ENSMUSG00000117471",0,0,0,0,0,0
"ENSMUSG00000117472",0,0,0,0,0,0
"ENSMUSG00000117473",0,0,0,0,0,0
"ENSMUSG00000117474",0,0,0,0,0,0
"ENSMUSG00000117475",10,7,7,8,22,6
"ENSMUSG00000117476",0,0,0,0,0,0
"ENSMUSG00000117477",0,0,0,5,0,0
"ENSMUSG00000117478",0,0,0,0,0,0
"ENSMUSG00000117479",5,0,0,0,0,0
"ENSMUSG00000117480",0,0,0,0,0,0
"ENSMUSG00000117481",3,0,0,0,0,0
"ENSMUSG00000117482",0,0,0,0,1,3
"ENSMUSG00000117483",0,0,0,0,0,0
"ENSMUSG00000117484",0,0,0,0,0,0
"ENSMUSG00000117485",9,5,3,11,19,23
"ENSMUSG00000117486",10,11,11,25,11,16
"ENSMUSG00000117487",0,0,0,0,0,0
"ENSMUSG00000117488",0,0,0,0,0,0
"ENSMUSG00000117489",0,0,0,1,0,0
"ENSMUSG00000117490",693,550,587,371,218,608
"ENSMUSG00000117491",0,0,0,0,0,0
"ENSMUSG00000117492",101,102,130,179,159,116
"ENSMUSG00000117493",0,0,0,0,0,0
"ENSMUSG00000117494",2,0,0,0,0,0
"ENSMUSG00000117495",0,0,0,0,8,0
"ENSMUSG00000117496",0,0,0,0,0,0
"ENSMUSG00000117497",0,0,0,0,0,0
"ENSMUSG00000117498",0,0,0,0,0,0
"ENSMUSG00000117499",0,0,0,3,0,0
"ENSMUSG00000117500",0,0,0,0,0,0
"ENSMUSG00000117501",0,0,1,0,0,0
"ENSMUSG00000117502",0,0,0,0,0,0
"ENSMUSG00000117503",0,0,0,1,0,0
"ENSMUSG00000117504",0,0,0,0,0,0
"ENSMUSG00000117505",4,0,0,1,0,0
"ENSMUSG00000117506",0,0,0,0,0,0
"ENSMUSG00000117507",0,0,0,1,0,1
"ENSMUSG00000117508",0,0,0,0,0,0
"ENSMUSG00000117509",2,0,0,0,7,2
"ENSMUSG00000117510",0,0,0,0,0,0
"ENSMUSG00000117511",0,0,0,0,0,0
"ENSMUSG00000117512",0,0,0,0,0,0
"ENSMUSG00000117513",0,0,0,0,0,0
"ENSMUSG00000117514",0,0,0,0,0,0
"ENSMUSG00000117515",0,0,3,0,0,0
"ENSMUSG00000117516",0,0,0,0,0,0
"ENSMUSG00000117517",0,0,0,0,0,0
"ENSMUSG00000117518",0,0,0,0,0,0
"ENSMUSG00000117519",4,0,6,3,7,5
"ENSMUSG00000117520",0,0,0,0,0,0
"ENSMUSG00000117521",0,0,0,0,2,0
"ENSMUSG00000117522",0,0,0,0,1,1
"ENSMUSG00000117523",1,0,0,0,3,0
"ENSMUSG00000117524",0,0,0,0,0,0
"ENSMUSG00000117525",0,0,0,0,0,0
"ENSMUSG00000117526",0,1,1,3,0,7
"ENSMUSG00000117527",0,0,3,0,0,0
"ENSMUSG00000117528",0,0,0,0,0,1
"ENSMUSG00000117529",60,64,92,78,82,71
"ENSMUSG00000117530",0,0,0,0,0,0
"ENSMUSG00000117531",0,0,0,0,0,0
"ENSMUSG00000117532",0,0,0,0,0,0
"ENSMUSG00000117533",0,0,0,0,0,0
"ENSMUSG00000117534",0,0,0,0,0,0
"ENSMUSG00000117535",0,0,0,0,0,0
"ENSMUSG00000117536",1,2,0,0,2,0
"ENSMUSG00000117537",0,0,0,0,0,0
"ENSMUSG00000117538",0,0,0,0,0,0
"ENSMUSG00000117539",0,0,0,0,0,0
"ENSMUSG00000117540",0,0,0,0,0,0
"ENSMUSG00000117541",0,0,0,0,0,0
"ENSMUSG00000117542",1,0,4,6,4,4
"ENSMUSG00000117543",0,0,0,0,0,0
"ENSMUSG00000117544",0,0,0,0,0,0
"ENSMUSG00000117545",0,0,0,0,0,0
"ENSMUSG00000117546",0,0,0,0,0,0
"ENSMUSG00000117547",0,0,0,0,0,0
"ENSMUSG00000117548",5,1,3,0,1,3
"ENSMUSG00000117549",0,6,0,0,0,0
"ENSMUSG00000117550",0,0,0,0,0,0
"ENSMUSG00000117551",0,0,0,0,0,0
"ENSMUSG00000117552",1,0,0,0,1,1
"ENSMUSG00000117553",0,0,0,0,0,0
"ENSMUSG00000117554",0,0,0,0,0,0
"ENSMUSG00000117555",0,0,0,0,0,0
"ENSMUSG00000117556",0,0,0,1,0,0
"ENSMUSG00000117557",0,0,0,0,1,1
"ENSMUSG00000117558",0,0,0,0,0,0
"ENSMUSG00000117559",0,0,0,0,0,0
"ENSMUSG00000117560",0,0,0,0,0,0
"ENSMUSG00000117561",0,0,0,0,0,0
"ENSMUSG00000117562",0,0,0,0,0,0
"ENSMUSG00000117563",111,154,124,93,167,99
"ENSMUSG00000117564",0,0,0,0,0,0
"ENSMUSG00000117565",0,0,0,0,0,0
"ENSMUSG00000117566",0,0,0,0,0,0
"ENSMUSG00000117567",4242,4490,4179,3623,2976,3277
"ENSMUSG00000117568",0,0,2,0,0,0
"ENSMUSG00000117569",0,0,0,0,0,0
"ENSMUSG00000117570",0,0,2,0,0,0
"ENSMUSG00000117571",7,12,15,0,8,13
"ENSMUSG00000117572",0,0,0,0,0,0
"ENSMUSG00000117573",0,0,0,0,0,0
"ENSMUSG00000117574",0,0,0,0,0,0
"ENSMUSG00000117575",0,0,0,0,0,0
"ENSMUSG00000117576",0,0,0,0,0,0
"ENSMUSG00000117577",0,0,0,0,0,0
"ENSMUSG00000117578",0,0,0,0,0,0
"ENSMUSG00000117579",0,6,4,0,1,0
"ENSMUSG00000117580",0,0,1,0,0,0
"ENSMUSG00000117581",0,0,0,0,0,0
"ENSMUSG00000117582",0,0,0,0,0,0
"ENSMUSG00000117583",0,0,0,0,0,0
"ENSMUSG00000117584",0,0,0,0,0,0
"ENSMUSG00000117585",0,0,0,0,0,0
"ENSMUSG00000117586",0,0,0,0,0,0
"ENSMUSG00000117587",0,0,0,0,0,0
"ENSMUSG00000117588",2,0,0,2,0,2
"ENSMUSG00000117589",1,0,0,0,0,0
"ENSMUSG00000117590",0,0,0,0,0,0
"ENSMUSG00000117591",0,0,0,0,0,0
"ENSMUSG00000117592",0,0,0,0,0,0
"ENSMUSG00000117593",0,0,0,0,0,0
"ENSMUSG00000117594",0,0,0,0,0,0
"ENSMUSG00000117595",0,0,0,1,0,0
"ENSMUSG00000117596",0,0,0,0,0,0
"ENSMUSG00000117597",0,0,0,0,0,0
"ENSMUSG00000117598",0,0,0,0,0,0
"ENSMUSG00000117599",0,0,0,0,0,0
"ENSMUSG00000117600",0,5,0,0,0,0
"ENSMUSG00000117601",0,0,0,0,0,0
"ENSMUSG00000117602",1,0,0,0,0,0
"ENSMUSG00000117603",0,0,0,0,0,0
"ENSMUSG00000117604",3,7,18,4,13,4
"ENSMUSG00000117605",692,761,851,775,964,838
"ENSMUSG00000117606",0,0,0,0,0,0
"ENSMUSG00000117607",0,0,0,0,0,0
"ENSMUSG00000117608",0,0,0,0,0,0
"ENSMUSG00000117609",0,0,0,0,0,0
"ENSMUSG00000117610",0,0,0,0,0,0
"ENSMUSG00000117611",1,0,0,0,0,0
"ENSMUSG00000117612",0,0,0,0,0,0
"ENSMUSG00000117613",0,6,1,0,0,0
"ENSMUSG00000117614",0,0,0,0,0,0
"ENSMUSG00000117615",0,0,0,0,0,0
"ENSMUSG00000117616",75,78,120,67,80,97
"ENSMUSG00000117617",0,0,0,0,0,0
"ENSMUSG00000117618",0,0,0,0,0,1
"ENSMUSG00000117619",0,0,0,0,0,0
"ENSMUSG00000117620",0,0,8,0,0,0
"ENSMUSG00000117621",5,6,4,10,6,7
"ENSMUSG00000117622",0,0,1,0,0,0
"ENSMUSG00000117623",0,0,0,0,0,0
"ENSMUSG00000117624",0,0,0,0,0,0
"ENSMUSG00000117625",0,0,0,0,0,0
"ENSMUSG00000117626",0,0,0,0,0,0
"ENSMUSG00000117627",0,0,0,0,0,1
"ENSMUSG00000117628",0,4,3,1,6,0
"ENSMUSG00000117629",0,0,0,0,0,0
"ENSMUSG00000117630",0,0,0,0,0,0
"ENSMUSG00000117631",0,0,0,5,0,0
"ENSMUSG00000117632",0,0,0,0,0,0
"ENSMUSG00000117633",2,3,0,0,0,0
"ENSMUSG00000117634",0,1,0,0,0,2
"ENSMUSG00000117635",0,0,0,0,0,0
"ENSMUSG00000117636",0,0,0,0,0,0
"ENSMUSG00000117637",0,0,0,0,0,2
"ENSMUSG00000117638",0,0,0,0,0,0
"ENSMUSG00000117639",0,0,0,0,0,0
"ENSMUSG00000117640",2,0,14,2,0,4
"ENSMUSG00000117641",4,0,7,0,8,0
"ENSMUSG00000117642",3,3,2,15,20,4
"ENSMUSG00000117643",0,0,0,0,0,0
"ENSMUSG00000117644",0,0,0,0,0,4
"ENSMUSG00000117645",0,0,11,8,0,7
"ENSMUSG00000117646",0,0,0,0,0,0
"ENSMUSG00000117647",0,0,0,0,0,0
"ENSMUSG00000117648",0,0,0,0,0,1
"ENSMUSG00000117649",0,0,0,0,0,0
"ENSMUSG00000117650",0,0,0,0,0,0
"ENSMUSG00000117651",0,0,0,0,0,0
"ENSMUSG00000117652",0,0,0,0,0,0
"ENSMUSG00000117653",0,0,0,0,0,0
"ENSMUSG00000117654",0,0,1,0,0,0
"ENSMUSG00000117655",1130,712,1208,985,1191,1017
"ENSMUSG00000117656",0,0,0,0,0,0
"ENSMUSG00000117657",0,0,0,0,0,0
"ENSMUSG00000117658",0,0,0,0,0,0
"ENSMUSG00000117659",0,0,0,0,0,0
"ENSMUSG00000117660",0,0,0,0,0,0
"ENSMUSG00000117661",0,0,0,0,0,0
"ENSMUSG00000117662",1,0,0,2,0,8
"ENSMUSG00000117663",0,0,0,0,0,0
"ENSMUSG00000117664",18,18,13,13,21,6
"ENSMUSG00000117665",0,0,0,0,0,2
"ENSMUSG00000117666",14,6,1,10,5,4
"ENSMUSG00000117667",0,0,0,0,0,0
"ENSMUSG00000117669",6,1,0,2,0,1
"ENSMUSG00000117670",5,8,1,0,6,6
"ENSMUSG00000117671",0,0,0,0,0,0
"ENSMUSG00000117673",0,1,2,4,1,0
"ENSMUSG00000117674",0,0,0,0,0,0
"ENSMUSG00000117675",0,0,0,0,0,0
"ENSMUSG00000117676",0,0,0,0,0,0
"ENSMUSG00000117677",0,0,0,0,0,0
"ENSMUSG00000117678",0,0,0,0,0,0
"ENSMUSG00000117679",0,1,0,0,0,4
"ENSMUSG00000117680",0,0,0,0,3,2
"ENSMUSG00000117681",0,0,3,0,0,0
"ENSMUSG00000117682",0,0,0,0,0,0
"ENSMUSG00000117683",0,0,0,0,0,0
"ENSMUSG00000117684",0,0,0,0,0,0
"ENSMUSG00000117685",2,2,3,1,5,2
"ENSMUSG00000117686",0,0,0,0,0,0
"ENSMUSG00000117687",13,2,14,12,8,8
"ENSMUSG00000117688",0,0,0,0,0,0
"ENSMUSG00000117689",0,0,0,0,0,0
"ENSMUSG00000117690",0,1,1,3,0,3
"ENSMUSG00000117691",0,0,0,0,0,0
"ENSMUSG00000117692",0,0,0,0,5,0
"ENSMUSG00000117693",0,0,0,0,0,0
"ENSMUSG00000117694",2,0,0,0,1,0
"ENSMUSG00000117695",44,50,49,42,14,43
"ENSMUSG00000117696",0,0,0,0,0,0
"ENSMUSG00000117697",0,0,0,0,0,0
"ENSMUSG00000117698",7,0,1,1,0,28
"ENSMUSG00000117699",0,0,0,0,0,0
"ENSMUSG00000117700",0,0,0,0,0,0
"ENSMUSG00000117701",0,1,0,0,0,0
"ENSMUSG00000117702",0,0,0,8,0,0
"ENSMUSG00000117703",6,4,2,8,1,6
"ENSMUSG00000117704",0,0,0,0,0,1
"ENSMUSG00000117705",0,6,1,0,0,0
"ENSMUSG00000117706",0,0,0,0,0,0
"ENSMUSG00000117707",43,41,24,37,45,22
"ENSMUSG00000117708",0,0,0,0,0,0
"ENSMUSG00000117709",0,0,0,0,1,0
"ENSMUSG00000117710",0,0,0,0,0,0
"ENSMUSG00000117711",0,0,0,0,0,0
"ENSMUSG00000117712",0,0,0,0,0,0
"ENSMUSG00000117713",0,0,0,0,0,0
"ENSMUSG00000117714",5,2,1,6,2,1
"ENSMUSG00000117715",0,1,0,0,0,0
"ENSMUSG00000117717",0,0,0,0,0,0
"ENSMUSG00000117718",0,0,0,0,0,2
"ENSMUSG00000117719",410,358,454,370,352,388
"ENSMUSG00000117720",0,0,0,0,0,0
"ENSMUSG00000117721",0,0,2,0,0,0
"ENSMUSG00000117722",2,1,1,3,0,1
"ENSMUSG00000117723",0,0,0,0,0,0
"ENSMUSG00000117724",0,0,0,0,0,0
"ENSMUSG00000117725",146,161,144,134,148,154
"ENSMUSG00000117726",0,0,0,0,0,0
"ENSMUSG00000117727",95,66,66,70,75,91
"ENSMUSG00000117728",0,0,0,0,0,0
"ENSMUSG00000117729",0,0,0,0,0,1
"ENSMUSG00000117730",0,0,0,0,0,0
"ENSMUSG00000117731",0,0,0,0,0,0
"ENSMUSG00000117732",0,0,0,0,0,0
"ENSMUSG00000117733",0,0,0,1,0,0
"ENSMUSG00000117734",34,32,33,27,35,31
"ENSMUSG00000117735",2,0,0,1,0,7
"ENSMUSG00000117736",0,0,0,0,0,0
"ENSMUSG00000117737",0,0,0,0,0,0
"ENSMUSG00000117738",0,0,0,0,0,0
"ENSMUSG00000117739",0,0,0,0,0,0
"ENSMUSG00000117740",0,0,0,0,0,0
"ENSMUSG00000117741",0,0,0,0,0,0
"ENSMUSG00000117742",0,0,0,0,0,0
"ENSMUSG00000117743",1,0,0,0,1,1
"ENSMUSG00000117744",1,2,7,3,4,9
"ENSMUSG00000117745",0,0,0,0,0,0
"ENSMUSG00000117746",0,0,0,0,0,0
"ENSMUSG00000117747",0,0,0,0,0,0
"ENSMUSG00000117748",0,0,0,0,0,0
"ENSMUSG00000117749",0,0,0,0,0,0
"ENSMUSG00000117750",0,0,0,0,0,0
"ENSMUSG00000117751",0,0,0,0,0,0
"ENSMUSG00000117752",2,0,0,0,0,0
"ENSMUSG00000117753",0,0,0,0,0,0
"ENSMUSG00000117754",1,0,2,0,5,0
"ENSMUSG00000117755",0,0,0,0,0,0
"ENSMUSG00000117756",0,0,0,0,0,0
"ENSMUSG00000117757",0,0,0,0,0,0
"ENSMUSG00000117758",0,3,0,0,0,3
"ENSMUSG00000117759",0,0,0,0,0,0
"ENSMUSG00000117760",0,0,0,0,0,0
"ENSMUSG00000117761",0,0,0,0,0,0
"ENSMUSG00000117762",0,0,0,0,0,0
"ENSMUSG00000117763",0,0,0,0,0,3
"ENSMUSG00000117764",0,0,0,0,8,5
"ENSMUSG00000117765",0,0,0,0,0,0
"ENSMUSG00000117766",0,0,0,0,0,0
"ENSMUSG00000117767",0,0,0,0,0,0
"ENSMUSG00000117768",3,0,4,6,12,0
"ENSMUSG00000117769",0,0,0,0,0,0
"ENSMUSG00000117770",7,4,8,15,20,10
"ENSMUSG00000117771",0,0,0,0,0,0
"ENSMUSG00000117772",9,7,7,7,16,9
"ENSMUSG00000117773",0,0,0,0,2,0
"ENSMUSG00000117774",0,0,0,0,0,0
"ENSMUSG00000117775",3,8,4,0,8,8
"ENSMUSG00000117777",0,0,0,0,0,0
"ENSMUSG00000117778",0,0,0,0,0,0
"ENSMUSG00000117779",0,0,1,0,0,0
"ENSMUSG00000117780",2,3,0,0,0,0
"ENSMUSG00000117781",79,51,53,61,36,76
"ENSMUSG00000117782",0,0,0,1,0,0
"ENSMUSG00000117783",16,17,29,14,10,10
"ENSMUSG00000117784",3,1,2,5,0,0
"ENSMUSG00000117785",0,0,0,0,0,0
"ENSMUSG00000117786",0,0,0,0,0,0
"ENSMUSG00000117787",0,0,0,0,0,0
"ENSMUSG00000117788",0,0,0,0,0,0
"ENSMUSG00000117789",0,0,0,4,1,1
"ENSMUSG00000117790",2,0,1,0,0,0
"ENSMUSG00000117791",0,0,0,0,0,0
"ENSMUSG00000117792",21,27,46,40,37,28
"ENSMUSG00000117793",0,0,0,0,0,0
"ENSMUSG00000117794",0,0,0,0,0,0
"ENSMUSG00000117795",0,0,0,0,0,0
"ENSMUSG00000117796",0,0,1,24,2,20
"ENSMUSG00000117797",99,72,66,50,21,67
"ENSMUSG00000117798",0,0,0,0,0,0
"ENSMUSG00000117799",0,0,0,0,0,0
"ENSMUSG00000117800",11,5,15,16,10,4
"ENSMUSG00000117801",0,0,0,0,0,0
"ENSMUSG00000117802",0,0,0,0,0,0
"ENSMUSG00000117803",0,0,0,0,0,0
"ENSMUSG00000117804",0,0,0,0,0,0
"ENSMUSG00000117805",41,28,70,33,38,59
"ENSMUSG00000117806",0,0,0,0,0,0
"ENSMUSG00000117807",0,0,0,0,0,0
"ENSMUSG00000117808",0,0,0,0,0,0
"ENSMUSG00000117809",0,0,0,0,0,0
"ENSMUSG00000117810",0,0,0,0,0,2
"ENSMUSG00000117811",0,0,0,0,0,0
"ENSMUSG00000117812",0,0,0,0,0,0
"ENSMUSG00000117813",4,7,8,2,4,3
"ENSMUSG00000117814",35,32,48,29,43,33
"ENSMUSG00000117815",9,27,15,5,0,20
"ENSMUSG00000117816",0,0,0,0,0,0
"ENSMUSG00000117817",0,0,0,0,0,0
"ENSMUSG00000117818",4,0,1,7,11,5
"ENSMUSG00000117819",0,0,0,0,0,0
"ENSMUSG00000117820",0,10,4,1,4,2
"ENSMUSG00000117821",0,0,0,4,0,0
"ENSMUSG00000117822",0,0,1,3,0,0
"ENSMUSG00000117823",0,0,0,0,0,0
"ENSMUSG00000117824",0,0,0,0,0,0
"ENSMUSG00000117825",0,0,0,0,0,0
"ENSMUSG00000117826",0,0,0,0,0,0
"ENSMUSG00000117827",0,0,0,0,0,0
"ENSMUSG00000117828",0,0,0,0,0,0
"ENSMUSG00000117829",0,0,0,0,0,0
"ENSMUSG00000117830",0,0,0,0,0,0
"ENSMUSG00000117831",2,4,4,0,2,4
"ENSMUSG00000117832",0,0,0,0,0,0
"ENSMUSG00000117833",4,3,0,0,1,0
"ENSMUSG00000117834",0,0,0,0,0,0
"ENSMUSG00000117835",0,0,0,0,0,0
"ENSMUSG00000117836",0,0,0,0,0,1
"ENSMUSG00000117837",1,4,0,3,0,0
"ENSMUSG00000117838",0,0,0,0,0,0
"ENSMUSG00000117839",0,0,0,0,0,0
"ENSMUSG00000117840",0,0,0,0,0,1
"ENSMUSG00000117841",0,0,0,0,0,0
"ENSMUSG00000117842",0,0,0,0,0,0
"ENSMUSG00000117843",0,0,0,0,0,0
"ENSMUSG00000117844",0,0,0,0,0,0
"ENSMUSG00000117845",1,0,0,1,0,0
"ENSMUSG00000117846",0,0,0,0,0,0
"ENSMUSG00000117847",0,0,0,0,0,0
"ENSMUSG00000117848",18,6,6,6,23,1
"ENSMUSG00000117849",0,0,0,0,0,0
"ENSMUSG00000117850",0,0,0,0,0,0
"ENSMUSG00000117851",0,0,0,0,0,0
"ENSMUSG00000117852",0,0,0,0,0,0
"ENSMUSG00000117853",12,4,19,5,9,11
"ENSMUSG00000117854",0,0,0,0,0,0
"ENSMUSG00000117855",0,0,0,0,0,0
"ENSMUSG00000117856",1,1,2,0,7,2
"ENSMUSG00000117857",0,0,0,0,0,0
"ENSMUSG00000117858",0,0,0,0,0,0
"ENSMUSG00000117859",6,6,8,3,7,9
"ENSMUSG00000117860",9,16,9,14,10,10
"ENSMUSG00000117861",0,6,8,0,2,9
"ENSMUSG00000117862",0,0,0,0,0,0
"ENSMUSG00000117863",0,0,0,0,0,0
"ENSMUSG00000117864",0,0,0,3,0,0
"ENSMUSG00000117865",0,0,0,0,0,0
"ENSMUSG00000117866",0,0,0,0,0,0
"ENSMUSG00000117867",9,2,4,8,4,5
"ENSMUSG00000117868",72,60,153,112,108,40
"ENSMUSG00000117869",8,6,13,10,10,26
"ENSMUSG00000117870",10,40,9,6,13,22
"ENSMUSG00000117871",0,0,0,0,0,0
"ENSMUSG00000117872",0,1,0,0,2,1
"ENSMUSG00000117873",0,0,0,0,0,0
"ENSMUSG00000117874",0,0,0,0,0,0
"ENSMUSG00000117875",0,0,1,0,0,0
"ENSMUSG00000117876",0,0,0,0,2,0
"ENSMUSG00000117877",0,0,0,0,0,0
"ENSMUSG00000117878",1,0,1,0,0,1
"ENSMUSG00000117879",2,17,5,11,5,15
"ENSMUSG00000117880",0,0,0,0,0,0
"ENSMUSG00000117881",0,0,0,0,0,0
"ENSMUSG00000117882",0,0,0,0,0,0
"ENSMUSG00000117883",0,0,0,0,0,0
"ENSMUSG00000117884",0,0,0,0,0,0
"ENSMUSG00000117885",0,0,0,0,0,0
"ENSMUSG00000117886",0,0,0,0,0,0
"ENSMUSG00000117887",0,0,0,0,0,0
"ENSMUSG00000117888",0,0,0,0,0,0
"ENSMUSG00000117889",0,0,0,0,0,0
"ENSMUSG00000117890",0,0,0,0,0,1
"ENSMUSG00000117891",0,0,0,0,0,0
"ENSMUSG00000117892",0,0,0,0,0,0
"ENSMUSG00000117893",88,63,110,102,90,77
"ENSMUSG00000117894",0,0,0,0,0,0
"ENSMUSG00000117895",0,0,0,0,0,0
"ENSMUSG00000117896",0,0,0,0,0,0
"ENSMUSG00000117897",0,0,0,0,0,0
"ENSMUSG00000117898",0,0,0,0,0,0
"ENSMUSG00000117899",0,0,0,0,0,0
"ENSMUSG00000117900",0,0,0,0,0,0
"ENSMUSG00000117901",0,0,18,2,0,5
"ENSMUSG00000117902",3,1,3,5,0,2
"ENSMUSG00000117903",0,0,0,0,0,0
"ENSMUSG00000117904",0,0,0,0,0,0
"ENSMUSG00000117905",0,0,0,0,0,0
"ENSMUSG00000117906",0,0,0,0,0,0
"ENSMUSG00000117907",0,0,0,0,0,0
"ENSMUSG00000117908",0,0,0,0,0,0
"ENSMUSG00000117909",0,0,0,0,0,0
"ENSMUSG00000117910",0,0,0,0,0,0
"ENSMUSG00000117911",0,0,0,0,0,0
"ENSMUSG00000117912",0,0,0,0,0,0
"ENSMUSG00000117913",0,1,0,0,0,0
"ENSMUSG00000117914",1,1,0,0,0,0
"ENSMUSG00000117915",0,0,0,0,0,0
"ENSMUSG00000117916",6,1,6,1,2,0
"ENSMUSG00000117917",0,0,1,0,0,0
"ENSMUSG00000117918",0,0,0,0,0,0
"ENSMUSG00000117919",8,7,12,11,4,7
"ENSMUSG00000117920",0,0,0,0,0,0
"ENSMUSG00000117921",0,6,2,0,0,3
"ENSMUSG00000117922",5,3,16,2,4,9
"ENSMUSG00000117923",0,0,0,3,4,0
"ENSMUSG00000117924",1,0,0,0,0,0
"ENSMUSG00000117925",0,0,0,0,0,0
"ENSMUSG00000117926",0,0,0,0,0,0
"ENSMUSG00000117927",2,3,2,4,0,0
"ENSMUSG00000117928",0,0,0,0,0,0
"ENSMUSG00000117929",0,0,1,1,0,0
"ENSMUSG00000117930",0,0,0,0,0,0
"ENSMUSG00000117931",0,0,0,0,0,0
"ENSMUSG00000117932",0,0,0,0,0,0
"ENSMUSG00000117933",0,0,0,0,0,0
