"","GSM6996077","GSM6996078","GSM6996079","GSM6996080","GSM6996081","GSM6996082"
"ENSMUSG00000081728",0,0,0,0,0,0
"ENSMUSG00000081729",0,0,3,0,2,1
"ENSMUSG00000081730",0,0,0,0,1,0
"ENSMUSG00000081731",0,0,0,0,0,0
"ENSMUSG00000081732",0,0,0,0,0,0
"ENSMUSG00000081733",0,0,0,0,0,0
"ENSMUSG00000081734",0,0,0,0,0,0
"ENSMUSG00000081735",0,0,0,0,0,0
"ENSMUSG00000081736",0,0,0,0,0,0
"ENSMUSG00000081737",0,0,0,0,0,0
"ENSMUSG00000081738",2,3,2,1,0,0
"ENSMUSG00000081739",2,1,0,0,0,1
"ENSMUSG00000081740",0,1,1,0,0,0
"ENSMUSG00000081741",0,0,0,0,0,0
"ENSMUSG00000081742",0,0,0,0,0,0
"ENSMUSG00000081743",0,0,0,0,0,0
"ENSMUSG00000081744",0,0,0,0,0,0
"ENSMUSG00000081745",0,0,0,0,0,0
"ENSMUSG00000081746",0,0,0,0,0,0
"ENSMUSG00000081747",0,0,0,0,0,0
"ENSMUSG00000081748",1,0,0,0,0,0
"ENSMUSG00000081749",0,0,0,0,0,0
"ENSMUSG00000081750",0,0,2,0,0,0
"ENSMUSG00000081751",0,0,1,0,0,1
"ENSMUSG00000081752",13,7,7,10,7,11
"ENSMUSG00000081755",0,0,0,0,0,0
"ENSMUSG00000081756",0,1,0,0,0,0
"ENSMUSG00000081757",0,0,0,0,0,1
"ENSMUSG00000081758",0,1,0,0,1,0
"ENSMUSG00000081761",0,0,0,0,0,0
"ENSMUSG00000081762",0,0,0,0,0,0
"ENSMUSG00000081763",0,0,1,0,0,0
"ENSMUSG00000081765",0,0,0,0,0,0
"ENSMUSG00000081766",0,0,0,0,0,0
"ENSMUSG00000081767",0,0,0,0,0,0
"ENSMUSG00000081768",0,0,0,0,0,0
"ENSMUSG00000081769",22,21,37,23,24,21
"ENSMUSG00000081770",0,0,0,0,0,0
"ENSMUSG00000081771",0,0,0,0,0,0
"ENSMUSG00000081772",0,2,0,0,0,0
"ENSMUSG00000081773",0,0,1,0,0,0
"ENSMUSG00000081774",0,0,0,0,0,0
"ENSMUSG00000081775",0,0,0,0,0,0
"ENSMUSG00000081777",0,0,0,0,0,0
"ENSMUSG00000081778",0,0,0,0,0,0
"ENSMUSG00000081779",0,0,0,0,0,0
"ENSMUSG00000081781",0,0,0,0,0,0
"ENSMUSG00000081782",0,0,0,0,0,0
"ENSMUSG00000081783",0,0,0,0,0,0
"ENSMUSG00000081784",0,0,0,0,0,0
"ENSMUSG00000081786",0,0,0,0,0,0
"ENSMUSG00000081787",3,0,1,1,1,2
"ENSMUSG00000081788",6,2,4,4,7,5
"ENSMUSG00000081789",2,1,1,2,0,0
"ENSMUSG00000081791",0,0,0,0,0,0
"ENSMUSG00000081792",1,0,2,0,1,1
"ENSMUSG00000081793",0,0,2,0,0,0
"ENSMUSG00000081796",0,0,0,0,1,0
"ENSMUSG00000081797",0,0,0,0,0,0
"ENSMUSG00000081798",0,0,0,0,0,0
"ENSMUSG00000081799",0,0,0,0,0,0
"ENSMUSG00000081800",0,0,0,0,0,0
"ENSMUSG00000081801",0,0,0,0,0,0
"ENSMUSG00000081803",0,0,0,0,0,0
"ENSMUSG00000081804",0,0,0,0,0,0
"ENSMUSG00000081805",0,0,0,0,0,0
"ENSMUSG00000081806",0,0,0,0,0,0
"ENSMUSG00000081807",0,0,0,0,0,0
"ENSMUSG00000081809",4,0,5,2,2,1
"ENSMUSG00000081810",6,4,0,1,1,3
"ENSMUSG00000081811",0,0,0,0,0,0
"ENSMUSG00000081812",0,0,0,0,0,0
"ENSMUSG00000081813",0,0,0,0,0,0
"ENSMUSG00000081814",0,0,0,0,0,0
"ENSMUSG00000081816",0,1,1,0,1,1
"ENSMUSG00000081817",0,0,0,0,0,0
"ENSMUSG00000081819",0,0,0,0,0,0
"ENSMUSG00000081820",0,0,0,0,0,0
"ENSMUSG00000081821",0,0,0,0,0,0
"ENSMUSG00000081822",24,4,0,13,21,23
"ENSMUSG00000081823",0,0,0,0,0,0
"ENSMUSG00000081824",10,7,9,10,11,10
"ENSMUSG00000081827",0,0,0,0,0,0
"ENSMUSG00000081828",0,0,0,0,0,0
"ENSMUSG00000081829",0,0,0,0,0,0
"ENSMUSG00000081830",0,0,0,0,0,0
"ENSMUSG00000081831",0,0,0,0,0,0
"ENSMUSG00000081832",0,0,0,0,0,0
"ENSMUSG00000081833",0,0,1,1,0,0
"ENSMUSG00000081834",0,0,0,0,0,0
"ENSMUSG00000081835",0,3,2,2,0,2
"ENSMUSG00000081836",0,0,0,0,0,0
"ENSMUSG00000081837",0,0,0,0,0,0
"ENSMUSG00000081838",0,0,0,0,0,0
"ENSMUSG00000081839",0,0,0,0,0,0
"ENSMUSG00000081840",0,0,0,0,0,0
"ENSMUSG00000081841",0,0,0,0,0,0
"ENSMUSG00000081842",0,0,0,0,0,0
"ENSMUSG00000081843",0,0,0,0,0,0
"ENSMUSG00000081844",0,0,0,0,0,0
"ENSMUSG00000081845",0,0,0,1,0,0
"ENSMUSG00000081847",0,0,0,0,0,0
"ENSMUSG00000081848",0,0,0,0,0,1
"ENSMUSG00000081849",0,1,0,0,2,2
"ENSMUSG00000081851",0,0,0,0,0,0
"ENSMUSG00000081852",0,0,0,0,0,0
"ENSMUSG00000081853",1,0,0,0,0,0
"ENSMUSG00000081854",0,0,0,0,0,0
"ENSMUSG00000081855",12,14,15,12,11,7
"ENSMUSG00000081856",0,0,0,0,0,0
"ENSMUSG00000081857",1,0,0,0,0,0
"ENSMUSG00000081858",0,0,0,0,0,0
"ENSMUSG00000081859",0,0,0,0,0,0
"ENSMUSG00000081860",0,0,0,0,0,0
"ENSMUSG00000081861",0,0,0,0,0,1
"ENSMUSG00000081862",0,0,0,0,0,0
"ENSMUSG00000081863",0,0,0,0,0,0
"ENSMUSG00000081864",0,0,0,0,0,0
"ENSMUSG00000081865",15,8,10,4,6,7
"ENSMUSG00000081866",0,0,0,0,0,0
"ENSMUSG00000081868",0,0,0,0,0,0
"ENSMUSG00000081869",0,0,0,0,0,0
"ENSMUSG00000081870",0,0,0,0,0,0
"ENSMUSG00000081871",0,1,1,0,1,0
"ENSMUSG00000081872",0,0,0,0,0,0
"ENSMUSG00000081873",0,0,0,0,0,0
"ENSMUSG00000081874",0,0,0,0,0,0
"ENSMUSG00000081875",0,0,0,0,0,0
"ENSMUSG00000081876",0,0,0,0,0,0
"ENSMUSG00000081877",0,0,0,0,0,0
"ENSMUSG00000081878",0,0,0,0,0,0
"ENSMUSG00000081879",0,0,0,0,0,0
"ENSMUSG00000081880",0,0,0,0,0,0
"ENSMUSG00000081881",0,0,0,0,0,0
"ENSMUSG00000081882",0,0,0,0,0,0
"ENSMUSG00000081883",0,0,0,0,0,0
"ENSMUSG00000081884",0,0,0,0,0,0
"ENSMUSG00000081885",0,0,1,1,1,1
"ENSMUSG00000081886",0,0,0,0,0,0
"ENSMUSG00000081887",10,4,8,4,7,1
"ENSMUSG00000081888",0,1,1,1,1,2
"ENSMUSG00000081889",0,0,0,0,0,0
"ENSMUSG00000081890",0,0,0,0,0,0
"ENSMUSG00000081891",0,0,0,0,0,0
"ENSMUSG00000081892",5,2,1,2,4,1
"ENSMUSG00000081893",0,0,0,0,0,0
"ENSMUSG00000081894",0,0,0,0,0,0
"ENSMUSG00000081895",199,236,166,201,172,177
"ENSMUSG00000081896",0,0,0,0,0,0
"ENSMUSG00000081897",0,0,0,0,0,0
"ENSMUSG00000081898",0,0,0,0,0,0
"ENSMUSG00000081900",0,0,0,0,0,0
"ENSMUSG00000081901",0,0,0,0,0,0
"ENSMUSG00000081903",0,0,0,0,0,0
"ENSMUSG00000081904",0,0,0,0,0,0
"ENSMUSG00000081905",0,0,0,0,0,0
"ENSMUSG00000081906",0,0,0,1,0,0
"ENSMUSG00000081907",0,0,0,0,0,0
"ENSMUSG00000081908",0,0,0,0,0,0
"ENSMUSG00000081909",0,0,0,0,0,0
"ENSMUSG00000081910",0,0,0,0,0,0
"ENSMUSG00000081911",1,2,2,0,6,3
"ENSMUSG00000081912",0,0,0,0,0,0
"ENSMUSG00000081913",0,0,0,0,0,0
"ENSMUSG00000081914",0,0,0,0,0,0
"ENSMUSG00000081916",0,0,0,0,0,0
"ENSMUSG00000081917",0,0,0,0,0,0
"ENSMUSG00000081918",0,0,0,0,0,0
"ENSMUSG00000081919",0,0,0,0,0,0
"ENSMUSG00000081920",0,0,0,0,0,0
"ENSMUSG00000081921",0,0,0,0,0,0
"ENSMUSG00000081923",0,0,0,0,0,0
"ENSMUSG00000081924",0,0,1,0,0,0
"ENSMUSG00000081925",0,0,0,0,0,0
"ENSMUSG00000081926",0,2,0,0,0,0
"ENSMUSG00000081928",0,0,0,0,0,0
"ENSMUSG00000081929",4,0,1,1,1,0
"ENSMUSG00000081931",0,0,0,0,0,0
"ENSMUSG00000081932",0,0,0,0,0,0
"ENSMUSG00000081933",0,0,0,0,0,0
"ENSMUSG00000081934",1,1,0,0,0,0
"ENSMUSG00000081935",0,0,0,0,0,0
"ENSMUSG00000081936",0,0,0,0,0,0
"ENSMUSG00000081937",0,0,0,0,0,0
"ENSMUSG00000081938",0,0,0,0,0,0
"ENSMUSG00000081939",0,0,0,0,0,0
"ENSMUSG00000081940",0,0,0,0,0,0
"ENSMUSG00000081941",0,0,0,0,0,0
"ENSMUSG00000081942",0,0,0,0,0,0
"ENSMUSG00000081943",0,0,0,0,0,0
"ENSMUSG00000081944",16,29,40,17,18,10
"ENSMUSG00000081945",0,0,0,0,0,0
"ENSMUSG00000081946",0,0,0,0,0,0
"ENSMUSG00000081947",0,0,0,0,0,0
"ENSMUSG00000081948",0,0,0,0,0,0
"ENSMUSG00000081949",0,0,0,0,0,0
"ENSMUSG00000081950",0,0,0,0,0,0
"ENSMUSG00000081951",0,0,0,0,0,0
"ENSMUSG00000081952",0,0,1,1,0,0
"ENSMUSG00000081953",3,4,1,4,5,0
"ENSMUSG00000081954",0,0,0,0,0,1
"ENSMUSG00000081955",0,0,0,0,0,0
"ENSMUSG00000081957",1,0,0,0,0,1
"ENSMUSG00000081958",0,0,0,0,0,0
"ENSMUSG00000081959",0,0,0,0,0,0
"ENSMUSG00000081960",0,0,0,0,0,0
"ENSMUSG00000081961",0,0,0,0,0,0
"ENSMUSG00000081962",0,0,0,0,0,0
"ENSMUSG00000081964",0,0,0,0,0,0
"ENSMUSG00000081965",0,0,1,1,1,0
"ENSMUSG00000081966",0,0,0,0,0,0
"ENSMUSG00000081967",4,9,10,6,6,1
"ENSMUSG00000081968",0,0,0,0,0,0
"ENSMUSG00000081969",0,0,0,0,0,0
"ENSMUSG00000081970",0,0,0,0,0,0
"ENSMUSG00000081971",0,0,0,0,0,0
"ENSMUSG00000081972",0,0,0,0,0,0
"ENSMUSG00000081973",0,0,0,0,0,0
"ENSMUSG00000081974",0,0,0,0,0,0
"ENSMUSG00000081975",4,3,1,3,1,1
"ENSMUSG00000081976",0,0,0,0,0,0
"ENSMUSG00000081978",0,0,0,0,0,2
"ENSMUSG00000081979",0,1,1,2,0,0
"ENSMUSG00000081980",0,0,0,0,0,0
"ENSMUSG00000081982",0,0,0,0,0,0
"ENSMUSG00000081984",3,0,5,0,2,2
"ENSMUSG00000081985",0,0,0,0,0,0
"ENSMUSG00000081986",0,0,0,0,0,0
"ENSMUSG00000081987",0,0,0,0,0,0
"ENSMUSG00000081988",0,0,0,0,0,0
"ENSMUSG00000081991",1,0,0,0,0,0
"ENSMUSG00000081992",2,5,6,4,1,3
"ENSMUSG00000081993",0,0,0,0,0,0
"ENSMUSG00000081994",0,0,0,0,0,0
"ENSMUSG00000081995",0,0,0,0,0,0
"ENSMUSG00000081996",0,0,0,0,0,0
"ENSMUSG00000081998",2,2,4,0,1,1
"ENSMUSG00000081999",14,26,22,15,9,5
"ENSMUSG00000082000",0,0,0,0,0,0
"ENSMUSG00000082001",0,0,0,0,0,0
"ENSMUSG00000082002",0,0,0,1,0,0
"ENSMUSG00000082005",0,0,0,0,0,0
"ENSMUSG00000082006",0,0,0,0,0,0
"ENSMUSG00000082007",0,0,0,0,0,0
"ENSMUSG00000082008",0,0,0,1,0,0
"ENSMUSG00000082009",0,0,0,0,0,0
"ENSMUSG00000082010",0,0,0,0,0,0
"ENSMUSG00000082011",0,0,0,0,0,0
"ENSMUSG00000082012",0,0,0,0,0,1
"ENSMUSG00000082013",1,0,0,0,0,0
"ENSMUSG00000082014",0,0,0,0,0,0
"ENSMUSG00000082015",0,0,0,0,0,0
"ENSMUSG00000082016",2,2,2,1,1,0
"ENSMUSG00000082017",0,0,0,0,0,0
"ENSMUSG00000082018",0,0,0,0,0,0
"ENSMUSG00000082019",0,0,0,0,0,0
"ENSMUSG00000082020",0,0,0,0,0,0
"ENSMUSG00000082021",0,0,0,0,0,0
"ENSMUSG00000082022",0,0,0,0,0,0
"ENSMUSG00000082023",1,0,2,0,0,3
"ENSMUSG00000082024",0,0,0,0,0,0
"ENSMUSG00000082025",0,0,0,0,0,0
"ENSMUSG00000082026",0,0,0,0,0,0
"ENSMUSG00000082027",0,0,0,0,0,0
"ENSMUSG00000082028",0,0,0,0,1,0
"ENSMUSG00000082029",11,14,3,7,8,6
"ENSMUSG00000082030",0,0,0,0,0,0
"ENSMUSG00000082031",6,1,2,4,0,6
"ENSMUSG00000082032",0,0,1,0,0,0
"ENSMUSG00000082033",0,0,0,0,0,0
"ENSMUSG00000082035",1,2,0,1,2,7
"ENSMUSG00000082036",0,0,1,3,0,1
"ENSMUSG00000082037",0,0,0,0,0,0
"ENSMUSG00000082038",0,0,0,0,0,0
"ENSMUSG00000082039",0,0,0,0,0,0
"ENSMUSG00000082040",0,0,0,0,0,0
"ENSMUSG00000082042",0,0,0,0,0,0
"ENSMUSG00000082043",0,0,0,0,0,0
"ENSMUSG00000082044",12,15,9,18,11,14
"ENSMUSG00000082045",11,23,20,24,11,15
"ENSMUSG00000082046",0,0,0,0,0,0
"ENSMUSG00000082047",0,0,0,0,0,0
"ENSMUSG00000082048",0,0,0,0,0,0
"ENSMUSG00000082049",0,0,0,0,0,0
"ENSMUSG00000082051",0,6,0,0,4,1
"ENSMUSG00000082052",0,0,0,0,0,0
"ENSMUSG00000082053",0,0,0,0,0,0
"ENSMUSG00000082054",0,0,0,0,0,0
"ENSMUSG00000082056",0,0,0,0,0,0
"ENSMUSG00000082057",0,0,1,0,0,0
"ENSMUSG00000082058",0,0,0,0,0,0
"ENSMUSG00000082059",0,0,0,0,0,0
"ENSMUSG00000082060",0,0,0,0,0,0
"ENSMUSG00000082061",0,0,0,0,0,0
"ENSMUSG00000082062",0,1,0,0,0,0
"ENSMUSG00000082063",8,4,3,3,7,3
"ENSMUSG00000082064",2,2,1,2,5,4
"ENSMUSG00000082065",0,0,0,0,0,0
"ENSMUSG00000082066",2,0,0,1,0,0
"ENSMUSG00000082068",0,0,0,0,2,0
"ENSMUSG00000082069",0,0,0,0,0,0
"ENSMUSG00000082070",1,1,0,0,0,0
"ENSMUSG00000082071",0,0,0,0,0,0
"ENSMUSG00000082072",0,0,0,0,0,0
"ENSMUSG00000082073",0,0,0,0,0,0
"ENSMUSG00000082074",0,0,0,0,0,0
"ENSMUSG00000082076",0,2,2,1,1,4
"ENSMUSG00000082077",0,0,0,0,0,0
"ENSMUSG00000082078",2,3,2,2,1,3
"ENSMUSG00000082079",1,2,0,0,2,1
"ENSMUSG00000082080",0,0,0,0,0,0
"ENSMUSG00000082081",0,0,0,0,0,0
"ENSMUSG00000082082",0,0,0,0,0,0
"ENSMUSG00000082083",0,0,0,0,0,0
"ENSMUSG00000082084",0,0,0,0,0,0
"ENSMUSG00000082085",0,0,0,0,0,0
"ENSMUSG00000082087",4,1,2,6,1,3
"ENSMUSG00000082088",0,1,1,1,1,1
"ENSMUSG00000082089",0,0,0,0,0,0
"ENSMUSG00000082090",0,0,0,0,0,0
"ENSMUSG00000082091",0,0,0,0,0,0
"ENSMUSG00000082092",0,0,0,0,0,0
"ENSMUSG00000082093",0,0,0,0,0,0
"ENSMUSG00000082095",0,0,0,0,0,0
"ENSMUSG00000082096",0,0,0,0,0,0
"ENSMUSG00000082097",0,0,0,0,0,0
"ENSMUSG00000082098",0,0,0,0,0,0
"ENSMUSG00000082099",0,0,0,0,0,0
"ENSMUSG00000082100",0,2,5,7,3,2
"ENSMUSG00000082101",1,0,0,3,0,0
"ENSMUSG00000082103",0,0,0,0,0,0
"ENSMUSG00000082104",0,0,0,0,0,0
"ENSMUSG00000082106",0,0,0,0,0,0
"ENSMUSG00000082107",0,0,0,1,0,1
"ENSMUSG00000082108",0,0,0,0,0,0
"ENSMUSG00000082109",1,1,6,1,1,1
"ENSMUSG00000082110",0,0,0,1,0,0
"ENSMUSG00000082111",0,0,0,0,0,0
"ENSMUSG00000082112",0,0,0,0,0,0
"ENSMUSG00000082113",0,0,0,0,0,0
"ENSMUSG00000082114",0,0,0,0,0,0
"ENSMUSG00000082115",0,0,0,0,0,0
"ENSMUSG00000082116",0,0,0,0,0,0
"ENSMUSG00000082117",0,0,0,0,0,0
"ENSMUSG00000082118",0,0,0,0,0,0
"ENSMUSG00000082119",0,0,0,0,0,0
"ENSMUSG00000082120",1,3,0,0,0,1
"ENSMUSG00000082121",0,0,0,0,0,1
"ENSMUSG00000082122",0,0,0,0,0,0
"ENSMUSG00000082123",0,0,0,0,0,0
"ENSMUSG00000082125",0,0,0,0,0,0
"ENSMUSG00000082126",0,0,0,0,0,0
"ENSMUSG00000082127",56,56,57,30,34,27
"ENSMUSG00000082128",1,3,0,0,0,1
"ENSMUSG00000082129",2,2,1,1,0,0
"ENSMUSG00000082130",0,0,0,0,0,0
"ENSMUSG00000082132",0,0,0,0,0,0
"ENSMUSG00000082134",0,0,0,0,0,0
"ENSMUSG00000082135",0,0,0,0,0,0
"ENSMUSG00000082136",0,0,0,0,0,0
"ENSMUSG00000082138",0,0,0,0,0,0
"ENSMUSG00000082139",0,0,0,0,0,0
"ENSMUSG00000082140",0,0,0,0,0,0
"ENSMUSG00000082141",0,0,0,0,0,0
"ENSMUSG00000082142",0,0,0,0,0,0
"ENSMUSG00000082143",0,0,0,0,0,0
"ENSMUSG00000082144",0,0,0,0,0,0
"ENSMUSG00000082145",0,0,0,0,0,0
"ENSMUSG00000082146",0,0,0,0,0,0
"ENSMUSG00000082147",0,0,0,0,0,0
"ENSMUSG00000082148",0,0,0,0,0,0
"ENSMUSG00000082149",0,0,0,0,0,0
"ENSMUSG00000082151",0,0,0,0,0,0
"ENSMUSG00000082152",0,0,0,0,0,1
"ENSMUSG00000082154",0,0,2,6,6,1
"ENSMUSG00000082155",0,0,0,0,0,0
"ENSMUSG00000082156",0,0,0,0,0,0
"ENSMUSG00000082157",0,0,0,0,0,0
"ENSMUSG00000082158",0,0,0,0,0,0
"ENSMUSG00000082159",0,0,0,0,0,0
"ENSMUSG00000082160",1,4,1,0,2,2
"ENSMUSG00000082161",0,0,0,0,0,0
"ENSMUSG00000082162",0,0,0,0,0,0
"ENSMUSG00000082163",17,3,5,10,3,5
"ENSMUSG00000082164",0,1,0,0,0,0
"ENSMUSG00000082165",1,0,0,0,0,0
"ENSMUSG00000082167",0,0,0,0,0,0
"ENSMUSG00000082168",0,0,0,0,0,0
"ENSMUSG00000082169",0,0,0,0,0,0
"ENSMUSG00000082170",0,0,0,0,0,0
"ENSMUSG00000082171",1,1,1,0,0,0
"ENSMUSG00000082172",0,0,0,0,0,0
"ENSMUSG00000082173",0,0,0,0,0,0
"ENSMUSG00000082174",0,0,0,0,0,0
"ENSMUSG00000082175",0,0,0,0,0,0
"ENSMUSG00000082176",0,0,0,0,0,0
"ENSMUSG00000082177",0,0,0,0,0,0
"ENSMUSG00000082178",0,0,0,0,0,0
"ENSMUSG00000082179",27,21,27,52,54,61
"ENSMUSG00000082180",2,0,0,0,0,0
"ENSMUSG00000082181",0,0,0,0,0,0
"ENSMUSG00000082183",0,0,0,0,0,0
"ENSMUSG00000082185",0,0,0,0,1,1
"ENSMUSG00000082186",4,2,3,0,0,0
"ENSMUSG00000082187",0,0,0,0,0,0
"ENSMUSG00000082188",0,0,0,0,0,0
"ENSMUSG00000082189",0,0,1,0,0,0
"ENSMUSG00000082190",0,0,0,0,0,0
"ENSMUSG00000082191",0,0,0,0,0,0
"ENSMUSG00000082192",0,0,0,0,0,0
"ENSMUSG00000082193",5,5,3,4,3,5
"ENSMUSG00000082194",0,0,0,2,1,0
"ENSMUSG00000082195",4,11,3,1,1,1
"ENSMUSG00000082196",0,0,0,0,0,0
"ENSMUSG00000082197",0,0,1,0,0,0
"ENSMUSG00000082198",0,0,0,0,0,0
"ENSMUSG00000082199",0,0,0,0,0,0
"ENSMUSG00000082200",0,0,0,0,0,0
"ENSMUSG00000082202",0,1,0,0,0,0
"ENSMUSG00000082203",0,0,0,0,0,0
"ENSMUSG00000082204",0,0,0,0,0,0
"ENSMUSG00000082205",0,0,0,0,0,0
"ENSMUSG00000082207",0,0,0,0,0,0
"ENSMUSG00000082208",0,0,0,0,0,0
"ENSMUSG00000082210",0,0,0,0,0,0
"ENSMUSG00000082211",0,0,0,0,0,0
"ENSMUSG00000082212",0,0,0,0,0,0
"ENSMUSG00000082213",0,0,0,0,0,0
"ENSMUSG00000082214",0,0,0,0,0,0
"ENSMUSG00000082215",0,0,0,0,0,0
"ENSMUSG00000082216",0,0,0,0,0,0
"ENSMUSG00000082217",0,0,0,0,0,0
"ENSMUSG00000082218",0,0,1,0,0,0
"ENSMUSG00000082220",0,0,0,0,0,0
"ENSMUSG00000082222",0,0,0,0,0,0
"ENSMUSG00000082223",0,0,0,0,0,0
"ENSMUSG00000082225",0,0,0,0,0,0
"ENSMUSG00000082226",0,2,1,2,1,4
"ENSMUSG00000082227",0,0,0,0,0,0
"ENSMUSG00000082228",0,0,0,0,0,0
"ENSMUSG00000082229",1,3,0,1,2,1
"ENSMUSG00000082233",0,0,0,0,0,0
"ENSMUSG00000082234",0,0,0,0,0,0
"ENSMUSG00000082235",0,0,0,0,0,0
"ENSMUSG00000082236",0,0,0,0,0,0
"ENSMUSG00000082237",0,0,0,0,0,0
"ENSMUSG00000082238",0,0,0,0,0,0
"ENSMUSG00000082239",0,0,0,0,0,0
"ENSMUSG00000082240",0,0,0,0,0,0
"ENSMUSG00000082241",2,3,5,3,5,2
"ENSMUSG00000082242",0,0,0,1,0,0
"ENSMUSG00000082243",0,0,0,0,0,0
"ENSMUSG00000082244",2,4,0,0,0,0
"ENSMUSG00000082245",0,0,1,0,1,0
"ENSMUSG00000082246",0,0,0,0,0,0
"ENSMUSG00000082247",0,0,0,0,0,0
"ENSMUSG00000082248",1,1,0,0,1,0
"ENSMUSG00000082249",0,0,0,0,0,0
"ENSMUSG00000082250",0,0,0,0,0,0
"ENSMUSG00000082251",0,0,0,0,0,0
"ENSMUSG00000082252",0,1,0,0,0,0
"ENSMUSG00000082253",0,0,0,0,0,0
"ENSMUSG00000082254",0,0,0,0,0,0
"ENSMUSG00000082255",0,0,0,0,0,0
"ENSMUSG00000082256",0,0,0,0,0,0
"ENSMUSG00000082258",0,1,1,0,1,0
"ENSMUSG00000082259",0,0,0,0,0,0
"ENSMUSG00000082260",1,3,3,1,2,3
"ENSMUSG00000082261",0,0,0,0,0,0
"ENSMUSG00000082262",0,0,1,0,0,1
"ENSMUSG00000082263",0,0,0,0,0,0
"ENSMUSG00000082264",0,2,3,0,0,2
"ENSMUSG00000082265",1,0,0,0,0,0
"ENSMUSG00000082266",0,0,0,0,0,0
"ENSMUSG00000082267",0,0,0,0,0,0
"ENSMUSG00000082268",0,0,0,0,0,0
"ENSMUSG00000082269",0,0,0,0,0,0
"ENSMUSG00000082270",0,0,0,0,0,0
"ENSMUSG00000082271",0,0,0,0,0,0
"ENSMUSG00000082272",2,0,0,3,0,1
"ENSMUSG00000082274",4,1,9,5,0,1
"ENSMUSG00000082275",0,0,0,0,0,0
"ENSMUSG00000082276",0,0,0,0,0,0
"ENSMUSG00000082277",0,0,0,0,0,0
"ENSMUSG00000082278",0,0,0,0,0,0
"ENSMUSG00000082279",0,0,0,0,0,0
"ENSMUSG00000082280",0,0,0,0,0,0
"ENSMUSG00000082281",0,0,0,0,0,0
"ENSMUSG00000082283",1,1,5,0,4,0
"ENSMUSG00000082284",25,19,18,13,24,8
"ENSMUSG00000082285",0,0,0,0,0,0
"ENSMUSG00000082286",0,0,0,0,0,1
"ENSMUSG00000082287",0,0,0,0,0,0
"ENSMUSG00000082288",0,0,0,0,0,0
"ENSMUSG00000082289",0,0,1,1,0,1
"ENSMUSG00000082291",0,0,0,0,0,0
"ENSMUSG00000082292",17,16,19,21,15,15
"ENSMUSG00000082294",0,0,0,0,0,0
"ENSMUSG00000082295",0,0,0,0,0,0
"ENSMUSG00000082296",0,0,0,0,0,0
"ENSMUSG00000082297",0,0,0,0,0,0
"ENSMUSG00000082301",0,0,0,0,0,0
"ENSMUSG00000082302",0,0,0,0,0,0
"ENSMUSG00000082303",0,0,0,0,0,0
"ENSMUSG00000082304",0,0,0,0,0,0
"ENSMUSG00000082305",0,0,0,0,0,0
"ENSMUSG00000082306",0,0,0,0,0,0
"ENSMUSG00000082307",1,2,2,0,0,1
"ENSMUSG00000082308",0,0,1,0,0,0
"ENSMUSG00000082309",0,0,0,0,0,0
"ENSMUSG00000082310",0,0,0,0,0,0
"ENSMUSG00000082311",0,0,0,0,0,0
"ENSMUSG00000082312",0,0,0,0,0,0
"ENSMUSG00000082313",0,1,0,0,0,0
"ENSMUSG00000082314",0,0,1,0,0,0
"ENSMUSG00000082315",0,0,0,0,0,0
"ENSMUSG00000082316",0,0,0,0,0,0
"ENSMUSG00000082317",0,0,0,0,0,0
"ENSMUSG00000082318",0,0,0,0,0,0
"ENSMUSG00000082319",11,5,8,7,5,7
"ENSMUSG00000082320",0,1,0,0,0,0
"ENSMUSG00000082321",2,3,5,4,3,0
"ENSMUSG00000082322",0,0,0,0,0,0
"ENSMUSG00000082323",0,0,0,0,0,0
"ENSMUSG00000082324",0,0,0,0,0,0
"ENSMUSG00000082325",0,0,0,0,0,0
"ENSMUSG00000082326",0,0,0,0,0,0
"ENSMUSG00000082327",0,0,0,0,0,0
"ENSMUSG00000082328",0,0,0,0,0,1
"ENSMUSG00000082329",5,6,7,1,3,2
"ENSMUSG00000082330",0,0,2,2,0,0
"ENSMUSG00000082332",0,0,0,0,0,0
"ENSMUSG00000082333",0,0,0,0,0,0
"ENSMUSG00000082334",0,0,0,0,0,0
"ENSMUSG00000082336",0,0,0,0,0,0
"ENSMUSG00000082337",0,0,0,0,0,0
"ENSMUSG00000082338",0,0,0,0,0,0
"ENSMUSG00000082339",0,0,0,0,0,0
"ENSMUSG00000082340",0,0,0,0,0,0
"ENSMUSG00000082341",0,0,0,1,0,0
"ENSMUSG00000082342",0,0,0,0,0,0
"ENSMUSG00000082343",0,0,0,0,1,0
"ENSMUSG00000082344",0,0,0,0,0,0
"ENSMUSG00000082345",0,0,0,0,0,0
"ENSMUSG00000082346",0,0,0,0,0,0
"ENSMUSG00000082347",0,0,0,0,0,0
"ENSMUSG00000082348",1,0,2,1,1,0
"ENSMUSG00000082350",0,0,0,0,0,0
"ENSMUSG00000082351",0,0,0,0,0,0
"ENSMUSG00000082352",0,0,0,0,0,0
"ENSMUSG00000082353",0,0,0,0,0,0
"ENSMUSG00000082354",0,0,0,0,0,0
"ENSMUSG00000082356",0,0,0,0,0,0
"ENSMUSG00000082357",5,4,7,2,1,1
"ENSMUSG00000082358",0,0,0,0,0,0
"ENSMUSG00000082359",0,0,0,0,0,0
"ENSMUSG00000082360",0,0,0,0,0,0
"ENSMUSG00000082361",22,18,22,23,21,29
