"","RR9_SPL_FLT_F1","RR9_SPL_FLT_F10","RR9_SPL_FLT_F2","RR9_SPL_FLT_F3","RR9_SPL_FLT_F4","RR9_SPL_FLT_F5","RR9_SPL_FLT_F6","RR9_SPL_FLT_F7","RR9_SPL_FLT_F8","RR9_SPL_FLT_F9","RR9_SPL_GC_G1","RR9_SPL_GC_G10","RR9_SPL_GC_G2","RR9_SPL_GC_G3","RR9_SPL_GC_G4","RR9_SPL_GC_G5","RR9_SPL_GC_G6","RR9_SPL_GC_G7","RR9_SPL_GC_G8","RR9_SPL_GC_G9"
"ENSMUSG00000121161",0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121162",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000121163",2,15,13,18,48,4,4,7,30,26,10,5,29,26,43,8,0,15,18,5
"ENSMUSG00000121164",0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,5,0
"ENSMUSG00000121165",3,25,10,0,44,2,6,9,25,14,4,0,10,52,22,23,0,3,14,7
"ENSMUSG00000121166",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000121167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121168",0,0,0,0,10,0,1,1,1,0,0,0,5,11,0,2,0,0,14,4
"ENSMUSG00000121169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121170",6,1,10,1,1,4,0,2,3,0,0,0,5,7,5,10,0,0,26,2
"ENSMUSG00000121171",5,5,1,1,2,0,0,0,6,3,2,2,3,1,6,4,0,2,10,2
"ENSMUSG00000121172",7,24,48,5,12,21,18,7,41,19,2,10,8,33,46,16,1,11,22,45
"ENSMUSG00000121173",0,2,0,0,1,11,0,0,0,2,6,0,0,0,0,5,0,0,0,3
"ENSMUSG00000121174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121175",0,9,13,0,4,6,0,2,5,0,1,0,7,3,5,2,0,1,6,2
"ENSMUSG00000121176",0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,6
"ENSMUSG00000121177",0,11,33,17,111,14,21,20,34,6,1,7,43,81,6,12,0,13,4,9
"ENSMUSG00000121178",0,66,87,24,76,55,17,3,64,3,15,9,36,67,79,42,0,2,27,56
"ENSMUSG00000121179",14,88,261,27,198,113,13,17,131,53,1,21,17,92,144,89,15,53,150,66
"ENSMUSG00000121180",0,2,1,0,1,1,0,0,0,0,0,0,0,1,8,2,0,0,0,0
"ENSMUSG00000121181",0,1,2,1,8,7,3,3,10,2,0,1,0,5,14,6,1,0,9,2
"ENSMUSG00000121182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121184",27,140,170,37,246,48,9,39,60,57,8,51,64,211,232,125,0,19,75,146
"ENSMUSG00000121185",0,1,7,3,1,20,0,3,4,0,10,0,9,31,0,1,1,7,7,10
"ENSMUSG00000121186",0,23,16,3,4,0,0,4,4,3,0,0,0,2,22,12,0,17,14,3
"ENSMUSG00000121187",3,6,2,4,4,3,0,3,10,6,10,0,9,13,18,12,9,7,20,4
"ENSMUSG00000121188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121189",9,8,4,0,0,14,0,0,0,0,2,0,0,17,5,0,1,0,3,0
"ENSMUSG00000121190",9,38,51,1,24,35,0,0,10,5,6,18,9,41,28,15,0,18,30,25
"ENSMUSG00000121191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121192",0,7,37,1,8,7,1,1,13,8,2,5,9,1,18,13,0,2,12,10
"ENSMUSG00000121193",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,4,0
"ENSMUSG00000121194",0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,1,1
"ENSMUSG00000121195",0,0,0,0,0,14,0,7,18,1,0,1,4,2,1,0,1,0,1,10
"ENSMUSG00000121196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121197",1,16,5,0,34,7,0,10,30,9,3,12,21,29,36,30,2,3,27,31
"ENSMUSG00000121198",0,22,3,1,16,0,6,0,0,0,1,0,0,1,0,0,4,0,20,0
"ENSMUSG00000121199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121201",4,16,47,15,35,21,2,18,10,4,0,0,10,16,59,12,1,2,37,22
"ENSMUSG00000121202",0,12,1,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,0,1
"ENSMUSG00000121203",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ENSMUSG00000121204",0,13,13,0,14,1,0,0,2,6,3,1,0,5,1,7,0,0,19,6
"ENSMUSG00000121205",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121206",1,11,5,4,15,11,3,1,9,0,0,0,2,27,5,8,1,11,11,7
"ENSMUSG00000121207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121209",0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,13,0,0,7,7
"ENSMUSG00000121210",0,0,3,0,4,0,4,0,1,0,0,0,0,22,6,4,0,0,7,0
"ENSMUSG00000121211",0,8,13,0,15,0,2,0,1,0,0,0,10,0,0,1,0,2,14,2
"ENSMUSG00000121212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121215",1,13,30,1,27,27,1,0,14,0,0,0,21,7,26,11,0,0,6,24
"ENSMUSG00000121216",1,11,26,10,69,11,1,5,60,8,16,3,6,24,23,27,0,11,22,16
"ENSMUSG00000121217",0,12,5,0,3,0,0,0,0,4,0,0,0,6,21,0,0,1,0,0
"ENSMUSG00000121218",0,0,3,0,4,0,0,0,2,0,0,0,0,3,7,1,0,0,8,5
"ENSMUSG00000121219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121221",0,0,26,0,12,3,0,0,1,0,0,0,16,32,11,0,0,4,26,3
"ENSMUSG00000121222",0,0,6,0,30,5,0,0,0,18,4,6,1,16,8,2,10,0,3,12
"ENSMUSG00000121223",0,1,11,4,22,6,1,0,8,5,2,2,5,6,16,2,1,1,22,5
"ENSMUSG00000121224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000121225",13,104,175,31,212,70,2,35,149,24,12,7,75,190,135,58,3,30,148,99
"ENSMUSG00000121226",4,15,15,0,80,9,0,3,35,1,1,0,7,24,14,12,5,6,13,6
"ENSMUSG00000121227",0,1,17,0,4,9,0,0,0,1,0,1,0,0,3,2,1,0,2,3
"ENSMUSG00000121228",2,4,7,1,15,5,0,4,2,2,1,3,7,16,9,3,0,7,14,5
"ENSMUSG00000121229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121230",0,3,6,0,6,0,0,0,0,0,0,0,0,0,13,0,0,4,1,3
"ENSMUSG00000121231",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
"ENSMUSG00000121232",0,7,0,1,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0
"ENSMUSG00000121233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121234",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"ENSMUSG00000121235",0,6,0,0,2,3,0,0,0,10,0,0,0,3,0,8,0,0,3,8
"ENSMUSG00000121236",11,13,82,4,103,48,6,5,53,8,0,0,14,64,37,8,1,8,58,33
"ENSMUSG00000121237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ENSMUSG00000121238",0,14,33,3,30,6,0,12,13,0,6,6,4,21,18,6,0,1,41,9
"ENSMUSG00000121239",0,0,35,6,42,17,0,0,0,0,1,0,10,6,15,2,0,0,0,0
"ENSMUSG00000121240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121241",0,0,2,0,1,1,0,1,9,0,0,0,4,3,8,0,0,0,26,0
"ENSMUSG00000121242",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121243",0,0,0,0,21,5,0,0,0,0,0,5,0,7,0,0,0,5,0,0
"ENSMUSG00000121244",0,11,48,0,20,14,2,0,20,6,1,0,5,31,19,12,5,2,12,20
"ENSMUSG00000121245",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ENSMUSG00000121246",0,5,0,0,0,0,0,0,0,0,1,10,0,0,0,9,0,0,0,0
"ENSMUSG00000121247",37,73,105,29,179,36,6,18,34,26,9,24,21,88,181,67,49,14,98,76
"ENSMUSG00000121248",0,12,44,8,8,11,8,0,0,5,0,2,4,11,2,0,0,0,5,0
"ENSMUSG00000121249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121250",9,30,22,10,21,18,3,0,31,10,0,13,11,57,49,1,5,6,21,8
"ENSMUSG00000121251",3,48,87,22,113,68,1,28,79,18,3,4,29,104,75,42,9,44,63,66
"ENSMUSG00000121252",1,1,11,3,22,2,0,8,2,19,0,4,1,14,2,2,0,0,11,7
"ENSMUSG00000121253",0,0,6,0,3,8,0,0,0,0,0,0,0,3,2,0,2,0,10,0
"ENSMUSG00000121254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121255",0,6,8,0,0,0,0,0,6,0,0,4,7,22,4,6,0,4,1,2
"ENSMUSG00000121256",0,15,34,7,42,23,3,18,17,3,19,4,0,57,59,13,4,13,11,23
"ENSMUSG00000121257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121258",4,43,17,14,33,6,5,4,29,0,0,1,37,34,15,40,4,11,7,36
"ENSMUSG00000121259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121261",2,1,26,0,3,6,1,0,3,0,0,3,0,0,8,0,0,4,0,4
"ENSMUSG00000121262",0,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000121263",0,3,0,0,2,3,0,0,0,0,0,0,16,11,12,0,0,0,0,0
"ENSMUSG00000121264",0,6,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,4
"ENSMUSG00000121265",0,23,18,0,21,6,3,0,7,4,0,3,6,6,1,2,6,2,9,7
"ENSMUSG00000121266",30,41,93,10,113,58,10,17,105,8,9,24,27,116,85,29,20,29,85,74
"ENSMUSG00000121267",0,9,1,0,0,0,0,6,0,0,0,0,0,7,23,2,0,2,5,12
"ENSMUSG00000121268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121270",0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0
"ENSMUSG00000121271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121272",0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,2
"ENSMUSG00000121273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121274",0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121275",5,82,127,19,150,45,34,16,154,23,0,6,28,111,121,56,7,50,71,51
"ENSMUSG00000121276",3,2,13,1,9,4,0,0,0,1,0,3,0,16,12,6,0,0,2,1
"ENSMUSG00000121277",1,43,51,0,21,48,3,12,45,14,0,13,9,57,38,32,1,0,27,21
"ENSMUSG00000121278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0
"ENSMUSG00000121280",2,27,27,22,78,51,1,26,57,22,11,18,24,69,40,29,6,49,48,31
"ENSMUSG00000121281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000121296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121297",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121300",0,1,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,5,0
"ENSMUSG00000121301",0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
"ENSMUSG00000121302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000121305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121307",3,5,11,0,8,2,7,0,4,0,0,0,0,9,12,0,1,0,1,11
"ENSMUSG00000121308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121309",4,1,5,0,0,0,0,0,2,0,1,0,0,3,1,0,0,0,1,0
"ENSMUSG00000121310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121317",0,1,0,15,13,0,0,0,0,4,0,0,0,8,11,0,0,0,10,8
"ENSMUSG00000121318",0,3,16,7,3,2,4,0,4,0,2,0,0,6,6,0,0,3,0,3
"ENSMUSG00000121319",0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4
"ENSMUSG00000121320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121340",3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"ENSMUSG00000121341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121342",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ENSMUSG00000121343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121345",5,1,9,1,11,0,0,9,3,3,0,3,1,8,4,3,0,0,10,10
"ENSMUSG00000121346",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121347",2,24,29,0,29,14,0,14,31,4,1,2,0,28,24,1,0,14,35,10
"ENSMUSG00000121348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ENSMUSG00000121351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121352",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121359",0,0,2,0,1,0,0,0,0,1,0,1,4,2,0,5,2,3,3,3
"ENSMUSG00000121360",20,23,29,7,55,17,6,7,35,9,5,14,37,63,45,45,4,33,49,27
"ENSMUSG00000121361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121369",0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121374",0,19,13,9,40,8,7,8,16,1,5,1,0,27,11,6,0,2,30,6
"ENSMUSG00000121375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121377",1,21,33,0,17,14,0,3,23,2,0,3,11,10,37,11,0,5,4,21
"ENSMUSG00000121378",2,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0
"ENSMUSG00000121379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121382",0,0,0,0,0,0,0,11,7,0,1,0,0,0,4,9,0,0,0,5
"ENSMUSG00000121383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121390",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121393",0,19,2,5,34,7,1,1,5,0,6,6,11,13,2,11,0,0,9,6
"ENSMUSG00000121394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121395",0,30,39,4,17,14,3,13,16,1,1,5,12,41,33,12,4,16,16,17
"ENSMUSG00000121396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121397",0,0,0,0,21,0,0,1,7,0,0,9,6,15,15,3,0,0,0,2
"ENSMUSG00000121398",10,85,78,40,75,15,12,11,28,16,6,7,26,69,83,54,6,32,105,100
"ENSMUSG00000121399",3,20,19,13,45,19,7,14,25,5,7,30,33,52,67,37,0,25,26,29
"ENSMUSG00000121400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121407",0,0,2,10,22,2,0,0,11,0,0,0,0,2,10,12,0,2,3,2
"ENSMUSG00000121409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121417",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000121419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
