"","SRR11148753","SRR11148754","SRR11148755","SRR11148756","SRR11148757","SRR11148758","SRR11148759","SRR11148760"
"ENSMUSG00000120097",0,6,6,0,0,0,0,0
"ENSMUSG00000120098",0,1,2,0,0,0,0,0
"ENSMUSG00000120099",0,0,0,0,0,0,0,0
"ENSMUSG00000120100",3,13,67,0,0,33,0,5
"ENSMUSG00000120101",0,0,17,0,0,0,0,0
"ENSMUSG00000120102",0,0,7,0,0,0,0,3
"ENSMUSG00000120103",0,0,0,0,0,0,0,0
"ENSMUSG00000120104",0,10,101,0,0,0,0,15
"ENSMUSG00000120105",0,22,314,53,124,32,65,224
"ENSMUSG00000120106",0,0,0,0,0,0,0,0
"ENSMUSG00000120107",0,0,0,0,0,0,0,0
"ENSMUSG00000120108",0,0,25,0,0,0,0,5
"ENSMUSG00000120109",0,0,0,0,0,0,0,0
"ENSMUSG00000120110",0,1,0,0,0,0,0,5
"ENSMUSG00000120111",0,1,16,0,0,11,0,49
"ENSMUSG00000120112",0,0,7,0,10,0,0,3
"ENSMUSG00000120113",58,144,1127,136,160,154,74,773
"ENSMUSG00000120114",0,0,0,0,0,3,0,11
"ENSMUSG00000120115",0,0,14,0,0,0,0,0
"ENSMUSG00000120116",0,0,0,0,0,0,0,0
"ENSMUSG00000120117",0,0,25,0,8,0,0,13
"ENSMUSG00000120118",14,33,123,8,0,9,24,70
"ENSMUSG00000120119",0,0,0,0,0,0,0,0
"ENSMUSG00000120120",1,0,6,0,0,0,19,13
"ENSMUSG00000120121",55,68,336,60,149,110,34,493
"ENSMUSG00000120122",0,0,0,6,0,0,0,0
"ENSMUSG00000120123",0,0,0,0,0,0,0,0
"ENSMUSG00000120124",0,0,0,0,0,0,0,0
"ENSMUSG00000120125",0,0,9,0,0,0,0,0
"ENSMUSG00000120126",0,0,0,0,0,0,0,0
"ENSMUSG00000120127",0,0,5,0,0,0,0,0
"ENSMUSG00000120128",0,0,28,26,0,0,0,24
"ENSMUSG00000120129",0,0,56,0,0,0,0,25
"ENSMUSG00000120130",0,0,4,0,0,0,0,4
"ENSMUSG00000120131",0,16,10,0,0,4,0,2
"ENSMUSG00000120132",0,0,0,0,0,0,0,0
"ENSMUSG00000120133",0,8,47,0,0,0,0,1
"ENSMUSG00000120134",31,57,246,5,48,17,31,165
"ENSMUSG00000120135",0,6,22,0,0,0,0,5
"ENSMUSG00000120136",11,2,0,0,0,0,0,13
"ENSMUSG00000120137",0,0,3,0,0,0,0,0
"ENSMUSG00000120138",14,16,202,66,31,46,21,185
"ENSMUSG00000120139",0,0,0,0,0,0,0,0
"ENSMUSG00000120140",0,6,3,0,0,0,0,2
"ENSMUSG00000120141",0,21,36,0,0,0,0,13
"ENSMUSG00000120142",12,18,123,57,66,20,23,61
"ENSMUSG00000120143",0,0,16,0,0,0,0,0
"ENSMUSG00000120144",22,52,455,32,0,53,12,228
"ENSMUSG00000120145",0,0,0,0,0,0,0,0
"ENSMUSG00000120146",0,0,0,0,0,0,0,0
"ENSMUSG00000120147",0,0,0,0,0,0,0,0
"ENSMUSG00000120148",0,0,42,0,0,4,0,11
"ENSMUSG00000120149",0,0,55,0,0,0,0,30
"ENSMUSG00000120150",6,12,61,3,0,10,0,59
"ENSMUSG00000120151",0,0,0,0,0,0,0,0
"ENSMUSG00000120152",0,0,0,0,0,0,0,0
"ENSMUSG00000120153",22,16,206,22,39,29,0,183
"ENSMUSG00000120154",9,50,288,10,89,24,25,185
"ENSMUSG00000120155",0,0,0,0,0,0,0,0
"ENSMUSG00000120156",0,0,0,0,0,0,0,0
"ENSMUSG00000120157",0,0,0,0,0,0,0,0
"ENSMUSG00000120158",44,79,389,68,370,168,233,899
"ENSMUSG00000120159",0,0,0,0,0,0,0,0
"ENSMUSG00000120160",16,26,155,39,46,22,14,80
"ENSMUSG00000120161",0,0,0,0,0,0,0,0
"ENSMUSG00000120162",73,58,1069,106,287,100,15,595
"ENSMUSG00000120163",0,2,3,0,0,0,0,22
"ENSMUSG00000120164",0,0,0,0,0,0,0,0
"ENSMUSG00000120165",0,0,0,0,0,0,0,0
"ENSMUSG00000120166",62,74,665,94,206,113,53,487
"ENSMUSG00000120167",0,25,124,44,51,15,72,176
"ENSMUSG00000120168",0,0,0,0,0,0,0,0
"ENSMUSG00000120169",35,25,301,40,47,13,0,170
"ENSMUSG00000120170",0,0,0,0,0,0,0,20
"ENSMUSG00000120171",0,0,0,0,0,0,0,0
"ENSMUSG00000120172",5,24,197,61,13,13,137,149
"ENSMUSG00000120173",5,0,17,13,0,3,0,15
"ENSMUSG00000120174",1,11,21,17,18,22,0,90
"ENSMUSG00000120175",61,137,515,76,219,59,58,507
"ENSMUSG00000120176",6,21,118,12,46,26,0,105
"ENSMUSG00000120177",0,0,0,0,0,0,0,0
"ENSMUSG00000120178",79,51,515,114,48,73,32,175
"ENSMUSG00000120179",0,3,25,10,0,1,0,10
"ENSMUSG00000120180",0,2,6,0,0,0,0,17
"ENSMUSG00000120181",0,0,0,0,0,0,0,0
"ENSMUSG00000120182",0,0,8,0,0,0,0,0
"ENSMUSG00000120183",9,24,605,61,63,43,51,353
"ENSMUSG00000120184",0,5,0,0,0,0,0,15
"ENSMUSG00000120185",0,0,0,0,0,0,0,0
"ENSMUSG00000120186",0,0,16,0,0,0,0,7
"ENSMUSG00000120187",0,17,31,0,0,0,0,39
"ENSMUSG00000120188",0,1,49,10,0,22,0,20
"ENSMUSG00000120189",14,20,63,14,0,0,0,30
"ENSMUSG00000120190",0,0,0,0,0,0,0,0
"ENSMUSG00000120191",3,17,76,0,27,13,0,30
"ENSMUSG00000120192",0,0,4,0,0,0,0,8
"ENSMUSG00000120193",6,27,159,0,0,6,0,41
"ENSMUSG00000120194",0,0,0,0,0,0,0,0
"ENSMUSG00000120195",0,0,11,0,0,0,0,0
"ENSMUSG00000120196",2,14,202,13,58,29,0,43
"ENSMUSG00000120197",0,5,24,0,0,0,0,0
"ENSMUSG00000120198",0,5,9,0,0,0,0,0
"ENSMUSG00000120199",0,6,63,0,0,9,0,7
"ENSMUSG00000120200",6,0,0,0,0,0,0,0
"ENSMUSG00000120201",0,12,26,0,0,0,0,29
"ENSMUSG00000120202",0,1,9,8,0,0,0,11
"ENSMUSG00000120203",0,0,0,0,0,0,0,0
"ENSMUSG00000120204",0,0,0,0,0,0,0,0
"ENSMUSG00000120205",0,0,0,0,0,0,0,0
"ENSMUSG00000120206",0,0,0,0,0,0,0,0
"ENSMUSG00000120207",0,0,12,0,0,0,0,0
"ENSMUSG00000120208",0,0,0,0,0,0,0,0
"ENSMUSG00000120209",0,0,0,0,0,0,0,0
"ENSMUSG00000120210",6,4,119,0,28,5,0,59
"ENSMUSG00000120211",0,0,0,0,0,0,0,0
"ENSMUSG00000120212",0,0,0,0,0,0,0,0
"ENSMUSG00000120213",2,0,8,0,0,0,0,0
"ENSMUSG00000120214",0,7,0,0,0,0,0,0
"ENSMUSG00000120215",0,0,0,0,0,0,0,0
"ENSMUSG00000120216",0,0,0,0,0,0,0,0
"ENSMUSG00000120217",0,0,11,0,0,0,0,0
"ENSMUSG00000120218",0,0,3,0,0,0,0,0
"ENSMUSG00000120219",2,42,200,25,0,27,1,167
"ENSMUSG00000120220",0,0,0,0,0,0,0,0
"ENSMUSG00000120221",11,32,153,17,23,17,0,104
"ENSMUSG00000120222",0,0,0,0,0,0,0,0
"ENSMUSG00000120223",0,0,4,0,0,0,0,0
"ENSMUSG00000120224",100,165,888,194,402,192,98,766
"ENSMUSG00000120225",0,0,13,0,0,0,0,1
"ENSMUSG00000120226",0,0,0,0,0,0,0,0
"ENSMUSG00000120227",0,0,12,0,0,0,0,0
"ENSMUSG00000120228",0,4,52,4,0,11,0,29
"ENSMUSG00000120229",0,0,0,0,0,0,0,0
"ENSMUSG00000120230",0,14,35,8,4,3,0,81
"ENSMUSG00000120231",12,15,113,19,90,12,0,81
"ENSMUSG00000120232",0,0,0,0,0,0,0,4
"ENSMUSG00000120233",0,0,0,0,23,0,0,0
"ENSMUSG00000120234",0,0,0,0,0,0,0,0
"ENSMUSG00000120235",0,0,0,0,0,0,0,0
"ENSMUSG00000120236",0,0,0,1,0,0,0,0
"ENSMUSG00000120237",0,0,0,0,0,0,0,0
"ENSMUSG00000120238",0,0,15,0,0,0,0,18
"ENSMUSG00000120239",0,0,0,0,0,0,0,0
"ENSMUSG00000120240",0,0,3,0,0,0,0,10
"ENSMUSG00000120241",28,15,437,40,75,50,16,196
"ENSMUSG00000120242",1,1,21,8,0,0,0,40
"ENSMUSG00000120243",0,0,1,0,0,0,0,0
"ENSMUSG00000120244",9,0,23,0,0,0,0,16
"ENSMUSG00000120245",0,0,0,0,0,0,0,0
"ENSMUSG00000120246",0,0,2,5,0,0,0,12
"ENSMUSG00000120247",0,4,2,0,0,0,0,11
"ENSMUSG00000120248",0,0,0,3,1,0,0,0
"ENSMUSG00000120249",0,0,0,0,0,0,0,0
"ENSMUSG00000120250",37,89,453,18,103,48,43,291
"ENSMUSG00000120251",0,0,0,0,0,0,0,0
"ENSMUSG00000120252",0,0,20,9,0,0,0,10
"ENSMUSG00000120253",0,11,22,0,0,0,0,9
"ENSMUSG00000120254",0,0,0,0,0,0,0,0
"ENSMUSG00000120255",0,0,23,0,19,0,0,38
"ENSMUSG00000120256",0,0,0,0,0,0,0,0
"ENSMUSG00000120257",0,0,7,0,0,0,0,4
"ENSMUSG00000120258",10,10,206,67,33,6,22,181
"ENSMUSG00000120259",0,0,0,0,0,0,28,0
"ENSMUSG00000120260",7,46,272,31,47,30,24,146
"ENSMUSG00000120261",0,0,2,0,0,0,0,7
"ENSMUSG00000120262",21,28,174,37,51,21,16,80
"ENSMUSG00000120263",0,0,0,0,0,7,0,0
"ENSMUSG00000120264",0,0,0,0,0,0,0,0
"ENSMUSG00000120265",4,12,53,0,0,14,0,41
"ENSMUSG00000120266",0,0,0,0,0,0,0,0
"ENSMUSG00000120267",0,0,0,0,0,0,0,0
"ENSMUSG00000120268",0,0,0,0,0,0,0,16
"ENSMUSG00000120269",0,0,0,0,0,0,0,0
"ENSMUSG00000120270",0,0,0,0,0,0,0,0
"ENSMUSG00000120271",0,0,4,0,0,0,0,0
"ENSMUSG00000120272",0,0,0,0,0,0,0,0
"ENSMUSG00000120273",0,0,0,0,0,0,0,0
"ENSMUSG00000120274",0,0,4,2,0,0,0,0
"ENSMUSG00000120275",0,0,0,0,0,0,0,0
"ENSMUSG00000120276",4,2,20,11,0,0,0,19
"ENSMUSG00000120277",3,6,90,6,10,12,0,58
"ENSMUSG00000120278",0,2,53,0,0,5,0,2
"ENSMUSG00000120279",0,0,0,0,0,0,0,0
"ENSMUSG00000120280",0,0,11,12,0,0,0,2
"ENSMUSG00000120281",0,0,0,0,0,0,0,0
"ENSMUSG00000120282",0,0,0,0,0,1,0,0
"ENSMUSG00000120283",0,0,0,0,0,0,0,0
"ENSMUSG00000120284",0,0,1,0,0,8,0,4
"ENSMUSG00000120285",1,0,7,0,0,0,0,4
"ENSMUSG00000120286",0,0,10,0,0,3,0,13
"ENSMUSG00000120287",3,0,46,0,27,7,0,25
"ENSMUSG00000120288",0,0,13,0,0,0,0,4
"ENSMUSG00000120289",10,7,170,38,65,51,22,121
"ENSMUSG00000120290",21,21,280,48,0,29,0,68
"ENSMUSG00000120291",0,0,0,0,0,0,0,0
"ENSMUSG00000120292",0,0,0,0,0,0,0,0
"ENSMUSG00000120293",0,0,0,0,0,0,0,1
"ENSMUSG00000120294",0,0,0,0,0,0,0,0
"ENSMUSG00000120295",0,0,0,0,0,0,0,0
"ENSMUSG00000120296",0,0,0,0,0,0,0,0
"ENSMUSG00000120297",0,0,0,3,0,0,0,0
"ENSMUSG00000120298",22,9,118,3,0,15,0,62
"ENSMUSG00000120299",0,0,0,0,0,0,0,4
"ENSMUSG00000120300",6,21,88,0,23,7,1,70
"ENSMUSG00000120301",5,2,98,16,8,24,14,56
"ENSMUSG00000120302",0,0,0,0,0,0,0,0
"ENSMUSG00000120303",0,0,6,0,0,0,0,0
"ENSMUSG00000120304",10,0,58,9,0,12,0,19
"ENSMUSG00000120305",0,9,0,0,0,0,0,0
"ENSMUSG00000120306",0,0,52,1,0,10,49,12
"ENSMUSG00000120307",0,10,64,0,0,19,10,70
"ENSMUSG00000120308",80,111,780,77,238,72,42,385
"ENSMUSG00000120309",0,11,71,15,0,13,0,86
"ENSMUSG00000120310",0,1,30,4,0,20,0,17
"ENSMUSG00000120311",0,0,0,0,0,0,0,0
"ENSMUSG00000120312",4,39,213,39,1,11,32,87
"ENSMUSG00000120313",0,1,71,1,0,0,0,0
"ENSMUSG00000120314",0,0,0,0,0,0,0,0
"ENSMUSG00000120315",24,74,334,43,94,55,48,259
"ENSMUSG00000120316",11,5,147,9,88,12,9,95
"ENSMUSG00000120317",0,0,0,0,0,0,0,0
"ENSMUSG00000120318",0,0,0,7,0,0,0,0
"ENSMUSG00000120319",10,10,16,0,0,0,0,0
"ENSMUSG00000120320",0,0,0,0,0,0,0,0
"ENSMUSG00000120321",0,0,0,0,0,0,0,0
"ENSMUSG00000120322",6,0,36,0,0,0,0,17
"ENSMUSG00000120323",0,0,8,0,20,0,0,2
"ENSMUSG00000120324",0,3,38,7,17,2,0,40
"ENSMUSG00000120325",0,4,10,0,0,0,0,0
"ENSMUSG00000120326",0,0,5,7,0,0,0,0
"ENSMUSG00000120327",0,0,22,22,0,0,0,56
"ENSMUSG00000120328",0,4,34,0,0,0,0,7
"ENSMUSG00000120329",7,20,441,56,27,38,23,159
"ENSMUSG00000120330",20,6,22,4,15,4,13,8
"ENSMUSG00000120331",5,0,18,0,13,0,0,5
"ENSMUSG00000120332",0,0,0,0,0,0,0,8
"ENSMUSG00000120333",0,0,0,0,17,0,0,0
"ENSMUSG00000120334",0,0,0,0,0,0,0,0
"ENSMUSG00000120335",9,8,167,4,0,9,0,38
"ENSMUSG00000120336",0,0,0,0,0,0,0,0
"ENSMUSG00000120337",0,0,0,0,0,0,0,0
"ENSMUSG00000120338",0,0,0,0,0,0,0,0
"ENSMUSG00000120339",0,0,0,0,0,0,0,0
"ENSMUSG00000120340",30,59,496,47,181,97,9,449
"ENSMUSG00000120341",0,0,0,0,0,0,0,0
"ENSMUSG00000120342",0,8,105,0,8,25,0,98
"ENSMUSG00000120343",0,0,21,0,0,0,0,7
"ENSMUSG00000120344",0,0,0,0,0,0,0,0
"ENSMUSG00000120345",0,0,8,0,0,0,0,5
"ENSMUSG00000120346",0,0,35,6,0,0,0,0
"ENSMUSG00000120347",0,3,12,0,0,0,0,0
"ENSMUSG00000120348",0,0,0,0,0,0,0,0
"ENSMUSG00000120349",0,0,0,0,0,0,0,0
"ENSMUSG00000120350",0,0,0,0,0,0,0,0
"ENSMUSG00000120351",0,3,27,0,0,14,0,17
"ENSMUSG00000120352",0,0,1,0,0,0,0,11
"ENSMUSG00000120353",0,0,5,0,0,0,0,0
"ENSMUSG00000120354",0,0,21,0,0,0,0,7
"ENSMUSG00000120355",0,0,0,0,0,0,0,0
"ENSMUSG00000120356",0,0,0,0,0,0,0,14
"ENSMUSG00000120357",0,7,23,6,0,8,0,32
"ENSMUSG00000120358",6,0,28,0,0,0,0,6
"ENSMUSG00000120359",0,0,7,0,0,0,0,0
"ENSMUSG00000120360",0,0,7,0,0,0,0,0
"ENSMUSG00000120361",0,6,18,5,7,0,0,6
"ENSMUSG00000120362",8,41,346,52,83,31,18,183
"ENSMUSG00000120363",0,0,0,0,0,0,0,0
"ENSMUSG00000120364",0,0,4,0,0,0,0,0
"ENSMUSG00000120365",0,0,0,0,0,0,0,0
"ENSMUSG00000120366",0,0,0,0,0,0,0,0
"ENSMUSG00000120367",0,0,23,0,0,0,0,5
"ENSMUSG00000120368",6,10,0,9,0,6,0,3
"ENSMUSG00000120369",125,146,1042,131,324,122,67,838
"ENSMUSG00000120370",2,13,17,4,0,0,0,24
"ENSMUSG00000120371",0,0,31,0,0,0,0,11
"ENSMUSG00000120372",4,7,75,0,0,0,43,27
"ENSMUSG00000120373",0,0,16,0,0,0,0,8
"ENSMUSG00000120374",0,0,2,0,0,0,0,43
"ENSMUSG00000120375",0,0,0,0,0,0,0,0
"ENSMUSG00000120376",14,2,75,2,0,0,0,30
"ENSMUSG00000120377",0,0,0,0,0,0,0,0
"ENSMUSG00000120378",6,0,0,3,0,0,0,6
"ENSMUSG00000120379",0,0,0,0,0,0,0,0
"ENSMUSG00000120380",0,0,42,0,0,0,0,12
"ENSMUSG00000120381",0,0,7,0,0,0,0,0
"ENSMUSG00000120382",20,15,262,62,32,47,0,218
"ENSMUSG00000120383",0,0,0,0,0,0,0,0
"ENSMUSG00000120384",0,0,0,0,46,0,0,9
"ENSMUSG00000120385",0,0,0,0,0,0,0,0
"ENSMUSG00000120386",0,0,0,0,0,0,0,0
"ENSMUSG00000120387",0,0,19,14,0,0,0,2
"ENSMUSG00000120388",0,0,0,0,0,0,0,0
"ENSMUSG00000120389",0,0,0,0,0,0,0,0
"ENSMUSG00000120390",14,10,172,12,46,10,58,121
"ENSMUSG00000120391",0,0,0,0,0,0,0,0
"ENSMUSG00000120392",0,0,0,0,0,0,0,0
"ENSMUSG00000120393",0,0,0,0,0,0,0,0
"ENSMUSG00000120394",0,0,0,0,0,0,0,0
"ENSMUSG00000120395",0,1,0,0,0,0,0,0
"ENSMUSG00000120396",0,0,23,0,0,0,0,0
"ENSMUSG00000120397",0,0,0,0,0,0,0,0
"ENSMUSG00000120398",0,0,0,0,0,0,0,0
"ENSMUSG00000120399",0,8,55,0,0,3,0,20
"ENSMUSG00000120400",0,0,0,0,0,0,0,0
"ENSMUSG00000120401",2,1,25,6,0,0,0,13
"ENSMUSG00000120402",29,74,264,62,68,99,58,228
"ENSMUSG00000120403",0,0,11,0,0,0,0,4
"ENSMUSG00000120404",0,0,0,0,0,0,0,10
"ENSMUSG00000120405",0,0,0,0,0,0,0,0
"ENSMUSG00000120406",0,4,25,0,0,5,0,19
"ENSMUSG00000120407",2,4,59,14,28,0,0,51
"ENSMUSG00000120408",0,0,22,0,0,0,0,15
"ENSMUSG00000120409",6,16,94,11,0,0,16,50
"ENSMUSG00000120410",0,0,0,0,0,0,0,0
"ENSMUSG00000120411",0,0,0,0,0,0,0,8
"ENSMUSG00000120412",0,0,0,0,0,0,0,0
"ENSMUSG00000120413",0,66,548,13,50,39,93,347
"ENSMUSG00000120414",219,489,3841,508,1004,501,391,2145
"ENSMUSG00000120415",0,0,0,0,0,0,0,0
"ENSMUSG00000120416",0,0,0,0,0,0,0,0
"ENSMUSG00000120417",0,0,0,0,0,0,0,0
"ENSMUSG00000120418",0,0,0,0,0,0,19,0
"ENSMUSG00000120419",20,7,74,13,0,11,36,58
"ENSMUSG00000120420",0,0,0,11,0,9,0,8
"ENSMUSG00000120421",0,0,0,0,0,0,0,0
"ENSMUSG00000120422",0,0,16,1,6,15,0,14
"ENSMUSG00000120423",0,0,65,8,0,0,1,35
"ENSMUSG00000120424",63,84,856,49,109,198,0,566
"ENSMUSG00000120425",5,19,121,31,47,9,8,69
"ENSMUSG00000120426",0,0,0,0,0,0,27,5
"ENSMUSG00000120427",0,0,0,0,0,0,0,0
"ENSMUSG00000120428",0,0,14,0,0,0,0,8
"ENSMUSG00000120429",0,0,0,0,0,0,0,0
"ENSMUSG00000120430",0,0,0,0,0,0,0,0
"ENSMUSG00000120431",0,0,9,0,0,0,0,1
"ENSMUSG00000120432",0,0,0,0,0,0,0,4
"ENSMUSG00000120433",0,0,0,0,0,0,0,0
"ENSMUSG00000120434",0,0,0,0,0,0,0,0
"ENSMUSG00000120435",0,0,0,0,0,0,0,7
"ENSMUSG00000120436",0,0,0,0,0,0,0,0
"ENSMUSG00000120437",3,0,0,0,0,0,0,0
"ENSMUSG00000120438",0,0,0,0,0,0,0,0
"ENSMUSG00000120439",0,0,0,0,0,0,0,0
"ENSMUSG00000120440",0,0,0,0,0,0,0,0
"ENSMUSG00000120441",12,29,116,41,109,36,39,169
"ENSMUSG00000120442",4,11,33,0,11,0,0,8
"ENSMUSG00000120443",12,8,51,8,36,1,0,20
"ENSMUSG00000120444",0,0,0,0,0,0,0,0
"ENSMUSG00000120445",0,0,0,0,0,0,0,0
"ENSMUSG00000120446",1,0,0,0,0,0,0,3
"ENSMUSG00000120447",0,0,0,0,0,0,0,0
"ENSMUSG00000120448",0,0,0,0,0,0,0,0
"ENSMUSG00000120449",0,0,0,0,0,0,0,0
"ENSMUSG00000120450",0,0,0,0,0,0,0,0
"ENSMUSG00000120451",0,0,0,0,0,0,0,0
"ENSMUSG00000120452",0,0,0,0,0,0,0,0
"ENSMUSG00000120453",0,0,4,0,0,0,0,0
"ENSMUSG00000120454",0,0,0,0,0,0,0,0
"ENSMUSG00000120455",0,0,0,0,0,0,0,0
"ENSMUSG00000120456",21,47,147,44,66,15,19,95
"ENSMUSG00000120457",0,1,0,0,0,0,0,0
"ENSMUSG00000120458",1,1,17,7,31,0,0,0
"ENSMUSG00000120459",0,0,0,0,0,0,0,0
"ENSMUSG00000120460",0,4,40,5,0,0,19,12
"ENSMUSG00000120461",0,0,0,0,0,0,0,0
"ENSMUSG00000120462",0,0,62,23,0,2,0,43
"ENSMUSG00000120463",0,0,0,0,0,0,0,0
"ENSMUSG00000120464",0,0,0,0,0,0,0,0
"ENSMUSG00000120465",0,9,150,20,81,5,0,137
"ENSMUSG00000120466",0,0,0,0,0,0,0,0
"ENSMUSG00000120467",0,6,9,0,0,0,0,2
"ENSMUSG00000120468",0,0,0,0,0,0,0,0
"ENSMUSG00000120469",0,0,0,0,0,0,0,0
"ENSMUSG00000120470",0,0,0,0,0,0,0,0
"ENSMUSG00000120471",0,0,0,0,0,0,0,0
"ENSMUSG00000120472",0,14,0,0,0,0,0,8
"ENSMUSG00000120473",0,0,0,0,0,0,0,0
"ENSMUSG00000120474",0,0,0,0,0,0,0,0
"ENSMUSG00000120475",0,5,28,0,6,0,0,44
"ENSMUSG00000120476",1,13,24,0,0,0,0,23
"ENSMUSG00000120477",0,0,0,0,0,0,0,0
"ENSMUSG00000120478",0,0,0,0,0,0,0,0
"ENSMUSG00000120479",0,0,0,0,0,0,0,0
"ENSMUSG00000120480",0,5,0,0,0,0,0,9
"ENSMUSG00000120481",0,0,0,0,0,0,0,0
"ENSMUSG00000120482",0,0,0,0,0,0,0,3
"ENSMUSG00000120483",0,0,0,0,0,0,0,0
"ENSMUSG00000120484",0,0,12,0,26,0,0,0
"ENSMUSG00000120485",1,0,8,0,0,0,0,16
"ENSMUSG00000120486",8,5,117,0,0,0,0,42
"ENSMUSG00000120487",0,0,0,0,0,0,0,0
"ENSMUSG00000120488",0,0,0,0,0,0,0,2
"ENSMUSG00000120489",0,0,8,0,0,0,0,0
"ENSMUSG00000120490",0,0,0,4,0,0,0,4
"ENSMUSG00000120491",0,0,0,0,0,0,0,0
"ENSMUSG00000120492",0,0,0,0,0,0,0,0
"ENSMUSG00000120493",7,16,53,21,26,0,0,26
"ENSMUSG00000120494",0,0,0,0,0,0,0,0
"ENSMUSG00000120495",0,1,0,5,0,6,0,14
"ENSMUSG00000120496",0,0,0,0,0,0,0,0
"ENSMUSG00000120497",0,0,0,0,0,0,0,0
"ENSMUSG00000120498",0,0,12,0,0,0,0,25
"ENSMUSG00000120499",6,22,57,1,0,0,0,29
"ENSMUSG00000120500",0,0,23,0,0,0,0,8
"ENSMUSG00000120501",0,0,0,0,0,0,0,0
"ENSMUSG00000120502",0,0,0,0,0,0,0,0
"ENSMUSG00000120503",0,6,7,7,0,0,0,0
"ENSMUSG00000120504",0,0,0,0,0,0,0,0
"ENSMUSG00000120505",0,0,0,0,0,0,0,0
"ENSMUSG00000120506",0,0,0,0,0,0,0,0
"ENSMUSG00000120507",0,17,210,17,0,6,0,110
"ENSMUSG00000120508",0,0,0,0,0,0,0,0
"ENSMUSG00000120509",0,0,0,0,0,0,0,0
"ENSMUSG00000120510",0,0,0,0,0,0,0,0
"ENSMUSG00000120511",0,4,2,0,0,0,0,5
"ENSMUSG00000120512",139,529,4310,539,1341,865,278,2419
"ENSMUSG00000120513",0,0,0,0,0,0,0,0
"ENSMUSG00000120514",0,0,0,0,0,0,0,0
"ENSMUSG00000120515",0,0,0,0,0,2,0,12
"ENSMUSG00000120516",0,0,0,0,0,0,0,0
"ENSMUSG00000120517",0,0,16,0,0,0,0,0
"ENSMUSG00000120518",0,0,0,0,0,0,0,0
"ENSMUSG00000120519",0,0,0,0,0,0,0,0
"ENSMUSG00000120520",0,0,0,0,0,0,0,0
"ENSMUSG00000120521",0,0,1,0,0,0,0,0
"ENSMUSG00000120522",0,0,0,0,0,0,0,10
"ENSMUSG00000120523",0,19,153,22,46,8,25,125
"ENSMUSG00000120524",0,0,0,0,0,0,0,0
"ENSMUSG00000120525",24,2,224,18,0,20,18,146
"ENSMUSG00000120526",0,0,0,0,0,0,0,0
"ENSMUSG00000120527",0,0,0,0,0,0,0,0
"ENSMUSG00000120528",72,153,664,255,392,123,89,587
"ENSMUSG00000120529",0,0,10,0,0,0,0,0
"ENSMUSG00000120530",0,0,4,0,0,0,0,5
"ENSMUSG00000120531",0,0,0,0,0,0,0,0
"ENSMUSG00000120532",0,0,0,0,0,0,0,0
"ENSMUSG00000120533",0,0,0,0,0,0,0,0
"ENSMUSG00000120534",0,0,0,0,0,0,0,0
"ENSMUSG00000120535",0,0,32,0,0,14,0,0
"ENSMUSG00000120536",0,0,0,0,0,0,0,3
"ENSMUSG00000120537",0,0,0,0,0,0,0,0
"ENSMUSG00000120538",0,0,19,0,21,3,0,14
"ENSMUSG00000120539",11,5,91,17,0,11,0,149
"ENSMUSG00000120540",3,0,8,0,0,0,0,7
"ENSMUSG00000120541",0,0,0,0,0,0,0,0
"ENSMUSG00000120542",0,0,0,0,0,0,0,0
"ENSMUSG00000120543",2,0,0,0,0,0,0,0
"ENSMUSG00000120544",0,0,0,1,0,0,0,0
"ENSMUSG00000120545",0,0,0,0,0,0,0,0
"ENSMUSG00000120546",9,0,18,4,0,0,0,13
"ENSMUSG00000120547",0,0,0,0,0,0,0,0
"ENSMUSG00000120548",0,0,0,0,0,0,0,0
"ENSMUSG00000120549",0,0,0,0,0,0,0,0
"ENSMUSG00000120550",0,0,0,0,0,0,0,0
"ENSMUSG00000120551",23,83,338,71,75,54,83,373
"ENSMUSG00000120552",8,29,381,20,34,7,17,160
"ENSMUSG00000120553",0,0,0,0,0,0,0,0
"ENSMUSG00000120554",0,5,43,0,24,12,23,39
"ENSMUSG00000120555",10,7,63,17,0,34,0,63
"ENSMUSG00000120556",0,0,0,0,0,0,0,0
"ENSMUSG00000120557",0,0,0,0,0,0,0,6
"ENSMUSG00000120558",0,0,0,0,0,0,0,0
"ENSMUSG00000120559",0,0,0,0,0,0,0,0
"ENSMUSG00000120560",0,0,0,0,0,0,0,0
"ENSMUSG00000120561",0,0,28,0,0,0,16,7
"ENSMUSG00000120562",0,0,29,0,38,0,0,33
"ENSMUSG00000120563",0,0,4,0,0,0,0,2
"ENSMUSG00000120564",6,0,30,0,0,0,47,0
"ENSMUSG00000120565",0,0,0,0,0,0,0,3
"ENSMUSG00000120566",0,0,8,0,0,0,0,0
"ENSMUSG00000120567",0,0,0,0,0,0,0,0
"ENSMUSG00000120568",0,0,5,9,0,0,0,7
"ENSMUSG00000120569",0,10,3,0,0,3,0,17
"ENSMUSG00000120570",0,0,0,0,3,0,0,0
"ENSMUSG00000120571",0,0,0,0,0,0,0,0
"ENSMUSG00000120572",0,0,0,0,0,0,0,0
"ENSMUSG00000120573",0,2,6,5,0,0,0,0
"ENSMUSG00000120574",0,4,23,0,0,0,28,15
"ENSMUSG00000120575",20,20,43,10,19,29,0,62
"ENSMUSG00000120576",0,0,0,0,0,0,0,0
