"","Mmus_C57-6J_LVR_DI_1y_Rep1","Mmus_C57-6J_LVR_DI_1y_Rep2","Mmus_C57-6J_LVR_DI_1y_Rep3","Mmus_C57-6J_LVR_LN2_1y_Rep1","Mmus_C57-6J_LVR_LN2_1y_Rep2","Mmus_C57-6J_LVR_LN2_1y_Rep3","Mmus_C57-6J_LVR_LN2_3d_Rep1","Mmus_C57-6J_LVR_LN2_3d_Rep2","Mmus_C57-6J_LVR_LN2_3d_Rep3"
"ENSMUSG00000113092",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113093",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113094",0,1,0,1,0,0,0,1,1
"ENSMUSG00000113095",5.87,11.48,5.27,5.41,9.01,4.81,14.36,3.37,4.32
"ENSMUSG00000113096",0,0,0,0,0,0,0,2,0
"ENSMUSG00000113097",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113098",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113099",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113100",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113101",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113102",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113103",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113104",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113105",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113106",0,0,1,0,0,0,1,0,0
"ENSMUSG00000113107",0,0,0,1.01,0,0,2.02,0,0
"ENSMUSG00000113108",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113109",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113110",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113111",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113112",0,0,0,0,0,1,0,0,0
"ENSMUSG00000113113",4.61,15.48,13.71,24.94,5.76,20.16,11.2,22.13,22.15
"ENSMUSG00000113114",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113115",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113116",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113117",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113118",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113119",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113120",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113121",0,0,0,0,0,1,0,1,0
"ENSMUSG00000113122",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113123",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113124",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113125",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113126",0,0,0,0,0,1,0,1,0
"ENSMUSG00000113127",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113128",0,1,0,1,0,0,1,0,0
"ENSMUSG00000113129",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113130",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113131",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113132",2.98,0,0,0,0,0,0,0,0
"ENSMUSG00000113133",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113134",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113135",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113136",5,7,1,9,4,4,2,8,1
"ENSMUSG00000113137",0,3.2,0,2.7,0,0,1.24,2.75,0
"ENSMUSG00000113138",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113139",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113140",0,1,0,0,0,1,0,0,0
"ENSMUSG00000113141",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113142",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113143",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113144",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113145",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113146",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113147",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113148",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113149",41.68,53.76,65.7,101.56,39.81,60.41,46.55,54.93,75.53
"ENSMUSG00000113150",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113151",0,0,0,2.4,2.45,5.24,2.9,7.41,0
"ENSMUSG00000113152",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113153",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113154",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113155",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113156",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113157",0,0,0,0,0.5,0,0,1,0
"ENSMUSG00000113158",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113159",0,0,0,7.48,0,1.08,1.07,0,0
"ENSMUSG00000113160",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113161",0,0,0,0,0,1,1,0,0
"ENSMUSG00000113162",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113163",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113164",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113165",3,2,5,5,4,3,2,2,2
"ENSMUSG00000113166",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113167",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113168",2.18,1.15,0,1.15,0,0,0,0,0
"ENSMUSG00000113169",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113170",2,3,8,5,5,8,6,3,6
"ENSMUSG00000113171",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113172",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113173",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113174",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113175",2,3,0,0,0,3,2,0,1
"ENSMUSG00000113177",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113178",0,0,1,0,0,0,0,0,0
"ENSMUSG00000113179",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113180",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113181",0,0,0,0,1.03,0,0,0,0
"ENSMUSG00000113182",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113183",1,0,1,0,0,0,0,1,1
"ENSMUSG00000113184",2,1,0,1,0,0,0,4,0
"ENSMUSG00000113185",1,9,3,0,1,1,4,1,4
"ENSMUSG00000113186",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113187",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113188",0,0,3.52,3.24,5.21,9.14,0,0,0
"ENSMUSG00000113189",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113190",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113191",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113192",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113193",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113194",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113195",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113196",0,0,0,2,0,0,3,2,0
"ENSMUSG00000113197",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113198",0,0,0,0,1.46,3.49,0,0,0
"ENSMUSG00000113199",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113200",1,0,0,0,0,0,1,0,0
"ENSMUSG00000113201",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113202",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113203",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113204",165.87,139.12,132.79,249.04,134.15,169.17,191.92,169.93,197.18
"ENSMUSG00000113205",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113206",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113207",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113208",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113209",0,1,0,1,1,0,0,0,0
"ENSMUSG00000113210",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113211",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113212",0,0,1,0,0,0,0,0,0
"ENSMUSG00000113213",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113214",9,12,5,5,5,6,5,9,7
"ENSMUSG00000113215",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113216",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113217",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113218",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113219",0,0,1.07,0,0,0,1.05,0,1.07
"ENSMUSG00000113220",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113221",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113222",2.6,2.63,3.78,2.59,0,2.58,0,5.13,1.3
"ENSMUSG00000113223",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113224",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113225",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113226",0,4,3,2,1,0,4,2.69,1
"ENSMUSG00000113227",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113228",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113229",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113230",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113231",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113232",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113233",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113234",0,0,0,1.42,0,0,0.5,0,0
"ENSMUSG00000113235",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113236",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113237",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113238",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113239",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113240",0,0,3.59,0,1.24,1.33,0,0,0
"ENSMUSG00000113241",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113242",5.81,0,1.7,1.77,0,0,0,0,0
"ENSMUSG00000113243",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113244",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113245",0,2,0,0,0,0,0,0,0
"ENSMUSG00000113246",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113247",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113248",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113249",0,0,1.08,0,0,0,0,0,1.17
"ENSMUSG00000113250",0,0,0,0,1,0,0,1,0
"ENSMUSG00000113251",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113252",0,0,0,1,0,0,0,0,0
"ENSMUSG00000113253",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113254",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113255",77.9,94.79,90.63,125.19,82.05,104.39,141.65,67.79,115.99
"ENSMUSG00000113256",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113257",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113258",0,2.79,0,0,0,2.98,0,0,2.66
"ENSMUSG00000113259",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113260",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113261",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113262",8.67,4.91,0,3.68,5.11,7.81,3.34,5.44,10.66
"ENSMUSG00000113263",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113264",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113265",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113266",0,0,0,0,0,0,1,0,0
"ENSMUSG00000113267",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113268",0,2,0,0,0,0,0,0,0
"ENSMUSG00000113269",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113270",0,0,0,0,0,0,1,0,0
"ENSMUSG00000113271",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113272",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113273",5.87,11.48,5.27,5.41,9.01,4.81,14.36,3.37,4.32
"ENSMUSG00000113274",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113275",0,0,5.59,0,0,0,4.02,0,1.37
"ENSMUSG00000113276",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113277",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113278",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113279",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113280",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113281",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113282",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113283",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113284",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113285",0,0,0,1,2.01,0,0,0,1.05
"ENSMUSG00000113286",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113287",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113288",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113289",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113290",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113291",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113292",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113293",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113294",2.84,0,6.72,6.5,8.42,6.25,3.97,7.01,6.59
"ENSMUSG00000113295",0,0,0,0,0,0,0,0,0.2
"ENSMUSG00000113296",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113297",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113298",0,0,0,1,0,1,0,0,0
"ENSMUSG00000113299",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113300",0,0,0,0,1.03,0,1.02,0,0
"ENSMUSG00000113301",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113302",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113303",1,0,0,0,0,0,0,0,0
"ENSMUSG00000113304",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113305",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113306",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113307",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113308",0,0.03,5.69,0,0,0,0.57,0,1.77
"ENSMUSG00000113309",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113310",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113311",71,103.17,46.34,64.77,49.12,71.15,35.59,71.92,32.76
"ENSMUSG00000113312",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113313",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113314",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113315",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113316",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113317",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113318",2,1,3,5,3,0,1,1,1
"ENSMUSG00000113319",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113320",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113321",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113322",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113323",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113324",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113325",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113326",0,0,0,1,0,0,1,0,0
"ENSMUSG00000113327",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113328",5,15,5,2,0,5,10,2,5
"ENSMUSG00000113329",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113330",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113331",0,1,0,0,5,0,0,0,1
"ENSMUSG00000113332",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113333",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113334",3,2,2,4,5,0,0,0,1
"ENSMUSG00000113335",1,0,0,0,0,0,0,0,0
"ENSMUSG00000113336",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113337",1,0,0,0,0,0,0,0,2
"ENSMUSG00000113338",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113339",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113340",0,0,0,1.34,0,0,0,0,0
"ENSMUSG00000113341",0,1,0,0,0,0,1,0,0
"ENSMUSG00000113342",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113343",1,1,4,2,0,1,1,0,0
"ENSMUSG00000113344",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113345",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113346",3,2,7,1,0,9,3,7,0
"ENSMUSG00000113347",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113348",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113349",1,0,0,0,0,0,0,0,0
"ENSMUSG00000113350",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113351",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113352",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113353",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113354",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113355",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113356",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113357",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113358",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113359",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113360",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113361",3,3,0,6,4,1,2,0,1
"ENSMUSG00000113362",1,0,1,1,0,1,2,1,0
"ENSMUSG00000113363",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113364",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113365",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113366",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113367",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113368",0,0,0,0,0,2.32,1.99,0,0
"ENSMUSG00000113369",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113370",0,0,0,2,0,0,0,0,0
"ENSMUSG00000113371",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113372",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113373",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113374",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113375",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113376",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113377",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113378",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113379",0,0,0,0,0,0,0,0,2
"ENSMUSG00000113380",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113381",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113382",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113383",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113384",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113385",0,0,0,0,0,0,2,0,0
"ENSMUSG00000113386",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113387",12,16,12,5,6,5,7,9,4
"ENSMUSG00000113388",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113389",36.17,22.68,11.92,44.66,30.37,42.28,13.78,57.83,15.93
"ENSMUSG00000113390",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113391",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113392",0,1,0,0,1,0,0,0,0
"ENSMUSG00000113393",0,2,3,0,0,0,0,0,0
"ENSMUSG00000113394",17.98,43.7,32.68,39.49,20.41,35.17,69.8,11.89,28.56
"ENSMUSG00000113395",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113396",0,0,0,0,0,0,0,2,0
"ENSMUSG00000113397",0,0,0,0,0,0,0,1,1
"ENSMUSG00000113398",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113399",7,2,0,3,5,4,1,1,1
"ENSMUSG00000113400",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113401",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113402",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113403",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113404",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113405",0,0,0,1.07,0,0,0,0,1.07
"ENSMUSG00000113406",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113407",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113408",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113409",0,0,0,1,0,1,0,0,1
"ENSMUSG00000113410",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113411",0,0,0,0,0,0,0,0,0.68
"ENSMUSG00000113412",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113413",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113414",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113415",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113416",5.16,3.26,2.34,1.76,2.17,1.54,4.3,3.34,2.09
"ENSMUSG00000113417",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113418",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113419",2.23,2.19,2.4,3.32,0,0,0,0,0
"ENSMUSG00000113420",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113421",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113422",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113423",1,0,3,1,0,0,1,3,0
"ENSMUSG00000113424",9,12,0,10,5,2,11,5,4
"ENSMUSG00000113425",2,1,2,2,5,1,0,3,0
"ENSMUSG00000113426",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113427",1,1,0,0,0,1,0,0,2
"ENSMUSG00000113428",0,0,1.74,2.8,1.57,0,0,1.57,3.31
"ENSMUSG00000113429",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113430",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113431",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113432",6,1,4,1,1,2,4,5,1
"ENSMUSG00000113433",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113434",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113435",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113436",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113437",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113438",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113439",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113440",21,17,13,36,10,20,34,3,30
"ENSMUSG00000113441",16,11,2,10,14,11,18,8,9
"ENSMUSG00000113442",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113443",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113444",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113445",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113446",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113447",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113448",0,3.67,0,0,0,0,0,0,0
"ENSMUSG00000113449",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113450",121.3,81.15,67.24,118.24,92.27,108.4,187.73,73.47,109.68
"ENSMUSG00000113451",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113452",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113453",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113454",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113455",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113456",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113457",0,0,0,0,0,0,1,0,0
"ENSMUSG00000113458",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113459",1,0,0,0,0,0,0,1,0
"ENSMUSG00000113460",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113461",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113462",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113463",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113464",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113465",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113466",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113467",0,0,1.22,0,0,0,0,3.71,0
"ENSMUSG00000113468",0,0,1,0,0,0,0,0,0
"ENSMUSG00000113469",0,1.26,0,1.01,1.01,0,0,1.02,1.01
"ENSMUSG00000113470",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113471",26.36,46.04,7.59,21.5,27.7,40.1,25.05,33.81,13.25
"ENSMUSG00000113472",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113473",0,0,1,1,0,0,0,0,0
"ENSMUSG00000113474",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113475",0,0,0.47,0,0,0,0,0,0
"ENSMUSG00000113476",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113477",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113478",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113479",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113480",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113481",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113482",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113483",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113484",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113485",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113486",0,0,0,0,0,0,8.17,2.1,0
"ENSMUSG00000113487",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113488",1,0,0,0,0,0,0,0,1
"ENSMUSG00000113489",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113490",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113491",7.84,8.02,10.67,5.53,4.47,10.16,2.45,6.79,9.03
"ENSMUSG00000113492",0,0,0,1,0,0,0,0,0
"ENSMUSG00000113493",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113494",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113495",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113496",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113497",1,0,0,0,0,0,0,0,0
"ENSMUSG00000113498",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113499",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113500",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113501",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113502",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113503",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113504",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113505",0,0,0,0,0,0,0,2,0
"ENSMUSG00000113506",3.07,0,0,0,0,1.11,1.1,0,0
"ENSMUSG00000113507",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113508",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113509",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113510",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113511",0,0,0,0,0,0,0,2,2
"ENSMUSG00000113512",27.55,24.8,27.28,31.4,21.94,20.22,18.87,22.64,17.53
"ENSMUSG00000113513",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113514",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113515",1,0,0,0,0,0,3,3,2
"ENSMUSG00000113516",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113517",12,6,17,9,2,6,11,25,7
"ENSMUSG00000113518",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113519",0,0,0,0,0,0,1,0,1
"ENSMUSG00000113520",0,0,0,0,0,0,0,0,0
