human_ensembl,mouse_ensembl,human_symbol_original,human_symbol_hgnc,mouse_symbol,hgnc_resolved,protein_coding_hgnc,present_archs4_human,present_archs4_mouse,expressed_tcga,expressed_tcga_exact_old_symbol,expressed_osdr,has_human_exon_length,has_mouse_exon_length,in_current_vocab,unique_pair_after_hgnc,eligible_reconciled,eligible_with_exact_tcga_symbol,training_ready
ENSG00000177947,ENSMUSG00000025482,CIMAP1A,CIMAP1A,Cimap1a,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000177989,ENSMUSG00000047394,CIMAP1B,CIMAP1B,Cimap1b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000182950,ENSMUSG00000045620,CIMAP1C,CIMAP1C,Cimap1c,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000181781,ENSMUSG00000035963,CIMAP1D,CIMAP1D,Cimap1d,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162398,ENSMUSG00000054362,CIMAP2,CIMAP2,Cimap2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000173947,ENSMUSG00000010136,CIMAP3,CIMAP3,Cimap3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000124237,ENSMUSG00000027518,CIMIP1,CIMIP1,Cimip1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000188163,ENSMUSG00000026969,CIMIP2A,CIMIP2A,Cimip2a,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000173557,ENSMUSG00000029182,CIMIP2C,CIMIP2C,Cimip2c,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000185264,ENSMUSG00000062154,CIMIP4,CIMIP4,Cimip4,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000177994,ENSMUSG00000040919,CIMIP6,CIMIP6,Cimip6,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000236980,ENSMUSG00000050641,CIMIP7,CIMIP7,BC048562,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000175262,ENSMUSG00000070577,CIROZ,CIROZ,Gm572,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000154102,ENSMUSG00000043687,C16ORF74,CLMB,1190005I06Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000034239,ENSMUSG00000068617,CLXN,CLXN,Clxn,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000183671,ENSMUSG00000046856,CMKLR2,CMKLR2,Cmklr2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000166920,ENSMUSG00000033213,C15ORF48,COXFA4L3,AA467197,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000151849,ENSMUSG00000064128,CPAP,CPAP,Cpap,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000149179,ENSMUSG00000040591,CSTPP1,CSTPP1,Cstpp1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000171793,ENSMUSG00000028633,CTPS1,CTPS1,Ctps1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000259417,ENSMUSG00000097789,CTXND1,CTXND1,Ctxnd1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000185753,ENSMUSG00000044148,CXORF38,CXORF38,1810030O07Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204165,ENSMUSG00000090141,CXORF65,CXORF65,Gm614,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000115866,ENSMUSG00000026356,DARS1,DARS1,Dars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000237651,ENSMUSG00000020286,C2ORF74,DEMA1,1700093K21Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000166444,ENSMUSG00000031024,DENND2B,DENND2B,Dennd2b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000129295,ENSMUSG00000022375,DNAAF11,DNAAF11,Dnaaf11,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000167131,ENSMUSG00000020930,DNAAF19,DNAAF19,Ccdc103,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000118307,ENSMUSG00000043541,DNAI7,DNAI7,Dnai7,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000179476,ENSMUSG00000047227,DORIP1,DORIP1,Gm527,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000248712,ENSMUSG00000070306,DRC12,DRC12,Ccdc153,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000165606,ENSMUSG00000041730,DRGX,DRGX,Drgx,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000079393,ENSMUSG00000021768,DUSP13B,DUSP13B,Dusp13b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000167106,ENSMUSG00000039157,EEIG1,EEIG1,Eeig1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162636,ENSMUSG00000040339,EEIG2,EEIG2,Eeig2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000135063,ENSMUSG00000071604,ENTREP1,ENTREP1,Entrep1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000104059,ENSMUSG00000030518,ENTREP2,ENTREP2,Entrep2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000160767,ENSMUSG00000032657,ENTREP3,ENTREP3,Entrep3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000205929,ENSMUSG00000039851,EPCIP,EPCIP,Epcip,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000136628,ENSMUSG00000026615,EPRS1,EPRS1,Eprs1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000131379,ENSMUSG00000034063,C3ORF20,FAM194C,4930590J08Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000170271,ENSMUSG00000086962,FAXDC2,FAXDC2,Faxdc2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000047621,ENSMUSG00000030347,FERRY3,FERRY3,D6Wsu163e,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000167194,ENSMUSG00000045989,C16ORF92,FIMP1,4930451I11Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000000460,ENSMUSG00000041406,FIRRM,FIRRM,Firrm,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000234776,ENSMUSG00000044916,FREY1,FREY1,Frey1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000143633,ENSMUSG00000031984,FSAF1,FSAF1,Fsaf1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000082074,ENSMUSG00000022148,FYB1,FYB1,Fyb1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000131482,ENSMUSG00000078650,G6PC1,G6PC1,G6pc1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000205085,ENSMUSG00000079652,GARIN1A,GARIN1A,Garin1a,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000135248,ENSMUSG00000039742,GARIN1B,GARIN1B,Garin1b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000172717,ENSMUSG00000056987,GARIN2,GARIN2,Garin2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000170613,ENSMUSG00000020401,GARIN3,GARIN3,Garin3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162771,ENSMUSG00000091017,GARIN4,GARIN4,Garin4,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000106105,ENSMUSG00000029777,GARS1,GARS1,Gars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000177628,ENSMUSG00000028048,GBA1,GBA1,Gba1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000188373,ENSMUSG00000096001,GPR15LG,GPR15LG,Gpr15lg,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000198908,ENSMUSG00000072964,GPRASP3,GPRASP3,Bhlhb9,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000175318,ENSMUSG00000074259,GRAMD2A,GRAMD2A,Gramd2a,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000155324,ENSMUSG00000001700,GRAMD2B,GRAMD2B,Gramd2b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000163754,ENSMUSG00000019528,GYG1,GYG1,Gyg1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181218,ENSMUSG00000078851,H2AC25,H2AC25,H2ac25,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000196890,ENSMUSG00000080712,H2BC26,H2BC26,H2bc26,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000182831,ENSMUSG00000022507,HAPSTR1,HAPSTR1,Hapstr1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000170445,ENSMUSG00000001380,HARS1,HARS1,Hars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000155330,ENSMUSG00000036934,C16ORF87,HDIP1,4921524J17Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000156239,ENSMUSG00000044442,HEMK2,HEMK2,N6amt1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000169660,ENSMUSG00000039307,HEXD,HEXD,Hexd,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000165704,ENSMUSG00000025630,HPRT1,HPRT1,Hprt1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204228,ENSMUSG00000073422,HSD17B8,HSD17B8,Hsd17b8,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000122591,ENSMUSG00000028995,HYCC1,HYCC1,Hycc1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000155744,ENSMUSG00000038174,HYCC2,HYCC2,Hycc2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000196305,ENSMUSG00000037851,IARS1,IARS1,Iars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000081870,ENSMUSG00000063172,IFT25,IFT25,Ift25,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000105948,ENSMUSG00000056832,IFT56,IFT56,Ift56,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000146576,ENSMUSG00000039244,INTS15,INTS15,Ints15,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000124449,ENSMUSG00000062028,IRGC,IRGC,Irgc,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000102313,ENSMUSG00000087149,ITIH6,ITIH6,Itih6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000065427,ENSMUSG00000031948,KARS1,KARS1,Kars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000176076,ENSMUSG00000090122,KCNE5,KCNE5,Kcne5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000134056,ENSMUSG00000061474,KGD4,KGD4,Mrps36,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000183853,ENSMUSG00000041734,KIRREL1,KIRREL1,Kirrel1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000187961,ENSMUSG00002076083,KLHL17,KLHL17,Klhl17,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000198854,ENSMUSG00000090314,KPLCE,KPLCE,Kplce,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000135443,ENSMUSG00000116336,KRT85,KRT85,Krt85,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000133706,ENSMUSG00000024493,LARS1,LARS1,Lars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000011638,ENSMUSG00000030917,LDAF1,LDAF1,Ldaf1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000183722,ENSMUSG00000048332,LHFPL6,LHFPL6,Lhfpl6,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000206069,ENSMUSG00000066964,LHFPL7,LHFPL7,Lhfpl7,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000143612,ENSMUSG00000027942,C1ORF43,LTAP1,4933434E20Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000153485,ENSMUSG00000046675,LYSET,LYSET,Lyset,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000090382,ENSMUSG00000020177,LYZ,LYZ,Lyz3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000168803,ENSMUSG00000027259,MAPDA,MAPDA,Adal,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000196123,ENSMUSG00000014837,MATCAP1,MATCAP1,Matcap1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000164542,ENSMUSG00000036411,MATCAP2,MATCAP2,Matcap2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000010165,ENSMUSG00000026694,METTL13,METTL13,Mettl13,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000143303,ENSMUSG00000004896,METTL25B,METTL25B,Mettl25b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000174928,ENSMUSG00000048581,C3ORF33,MISO1,E130311K13Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000160124,ENSMUSG00000075229,MIX23,MIX23,Mix23,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000149639,ENSMUSG00000055485,MTCL2,MTCL2,Mtcl2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000214338,ENSMUSG00000038916,MTCL3,MTCL3,Mtcl3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000180209,ENSMUSG00000030672,MYL11,MYL11,Mylpf,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000091536,ENSMUSG00000042678,MYO15A,MYO15A,Myo15a,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000134440,ENSMUSG00000024587,NARS1,NARS1,Nars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000109062,ENSMUSG00000020733,NHERF1,NHERF1,Nherf1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000065054,ENSMUSG00000002504,NHERF2,NHERF2,Nherf2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000172367,ENSMUSG00000032105,NHERF4,NHERF4,Nherf4,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162522,ENSMUSG00000050390,NHSL3,NHSL3,Nhsl3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000243449,ENSMUSG00000070858,NICOL1,NICOL1,Nicol1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000078618,ENSMUSG00000053510,NRDC,NRDC,Nrdc,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000157168,ENSMUSG00000062991,NRG1,NRG1,Nrg1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000156795,ENSMUSG00000022359,NTAQ1,NTAQ1,Ntaq1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000203740,ENSMUSG00000040113,NTMT2,NTMT2,Ntmt2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000136243,ENSMUSG00000048439,NUP42,NUP42,Nup42,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000185290,ENSMUSG00000095789,NUPR2,NUPR2,Nupr2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000170782,ENSMUSG00000073897,OR10A4,OR10A4,Or10a4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000206474,ENSMUSG00000049561,OR10C1,OR10C1,Or10c1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184155,ENSMUSG00000037924,OR10J5,OR10J5,Or10j5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000173285,ENSMUSG00000047286,OR10K1,OR10K1,Or10k2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000175398,ENSMUSG00000052012,OR10P1,OR10P1,Or10p1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000196248,ENSMUSG00000049010,OR10S1,OR10S1,Or10s1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172289,ENSMUSG00000060878,OR10V1,OR10V1,Or10v1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000198967,ENSMUSG00000050788,OR10Z1,OR10Z1,Or10z1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204694,ENSMUSG00000064121,OR11A1,OR11A1,Or11a4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176219,ENSMUSG00000050028,OR11H6,OR11H6,Or11h6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197591,ENSMUSG00000043880,OR11L1,OR11L1,Or11l3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000112462,ENSMUSG00000029184,OR12D3,OR12D3,Or12d17,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000256574,ENSMUSG00000053391,OR13A1,OR13A1,Or13a1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204246,ENSMUSG00000049648,OR13C3,OR13C3,Or13c3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000186943,ENSMUSG00000051593,OR13C8,OR13C8,Or13c25,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000179055,ENSMUSG00000070983,OR13D1,OR13D1,Or13d1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000186881,ENSMUSG00000089717,OR13F1,OR13F1,Or13f5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197437,ENSMUSG00000054054,OR13G1,OR13G1,Or13g1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000168828,ENSMUSG00000046450,OR13J1,OR13J1,Or13j1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204695,ENSMUSG00000050613,OR14J1,OR14J1,Or14j1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000280094,ENSMUSG00000075377,OR1B1,OR1B1,Or1b1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184166,ENSMUSG00000058275,OR1D2,OR1D2,Or1d2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000168124,ENSMUSG00000051003,OR1F1,OR1F1,Or1f19,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000094661,ENSMUSG00000071185,OR1I1,OR1I1,Or1i2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000136834,ENSMUSG00000075384,OR1J1,OR1J1,Or1j1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000239590,ENSMUSG00000050015,OR1J4,OR1J4,Or1j4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000170929,ENSMUSG00000054141,OR1M1,OR1M1,Or1m1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000171501,ENSMUSG00000055088,OR1N2,OR1N2,Or1n2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000165202,ENSMUSG00000055838,OR1Q1,OR1Q1,Or1q1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221858,ENSMUSG00000073111,OR2A12,OR2A12,Or2a12,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221989,ENSMUSG00000071481,OR2A2,OR2A2,Or2a52,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221933,ENSMUSG00000045708,OR2A25,OR2A25,Or2a25,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221836,ENSMUSG00000043119,OR2A5,OR2A5,Or2a5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000171561,ENSMUSG00000073998,OR2AT4,OR2AT4,Or2at4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000177535,ENSMUSG00000059610,OR2B11,OR2B11,Or2b11,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000124657,ENSMUSG00000036658,OR2B6,OR2B6,Or2b6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000168158,ENSMUSG00000059043,OR2C1,OR2C1,Or2c1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000178358,ENSMUSG00000073896,OR2D3,OR2D3,Or2d36,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000171133,ENSMUSG00000043385,OR2K2,OR2K2,Or2k2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000175143,ENSMUSG00000072707,OR2T1,OR2T1,Or2t1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000198104,ENSMUSG00000052417,OR2T6,OR2T6,Or2t6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000185372,ENSMUSG00000040328,OR2V1,OR2V1,Or2v1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000182613,ENSMUSG00000047511,OR2V2,OR2V2,Or2v2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181958,ENSMUSG00000075090,OR4A15,OR4A15,Or4a15,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000237388,ENSMUSG00000075073,OR4A47,OR4A47,Or4a47,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176547,ENSMUSG00000075069,OR4C3,OR4C3,Or4c3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000141194,ENSMUSG00000060787,OR4D1,OR4D1,Or4d1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176200,ENSMUSG00000067529,OR4D11,OR4D11,Or4d11,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000171014,ENSMUSG00000045812,OR4D5,OR4D5,Or4d5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000166884,ENSMUSG00000067524,OR4D6,OR4D6,Or4d6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221977,ENSMUSG00000035626,OR4E2,OR4E2,Or4e2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000182854,ENSMUSG00000109528,OR4F15,OR4F15,Or4f15,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184140,ENSMUSG00000108827,OR4F6,OR4F6,Or4f6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000155249,ENSMUSG00000050030,OR4K1,OR4K1,Or4k1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000165762,ENSMUSG00000109835,OR4K2,OR4K2,Or4k2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176281,ENSMUSG00000049011,OR4K5,OR4K5,Or4k5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184394,ENSMUSG00000048933,OR4N5,OR4N5,Or4n5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000182652,ENSMUSG00000046210,OR4Q3,OR4Q3,Or4q3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176567,ENSMUSG00000082574,OR4X1,OR4X1,Or4x5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176895,ENSMUSG00000073962,OR51A7,OR51A7,Or51a7,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000183251,ENSMUSG00000058200,OR51B4,OR51B4,Or51b4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197428,ENSMUSG00000073967,OR51D1,OR51D1,Or51d1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000180785,ENSMUSG00000070423,OR51E1,OR51E1,Or51e1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000167332,ENSMUSG00000043366,OR51E2,OR51E2,Or51e2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176925,ENSMUSG00000073965,OR51F2,OR51F2,Or51f2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000278870,ENSMUSG00000045792,OR51G1,OR51G1,Or51g1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176893,ENSMUSG00000043354,OR51G2,OR51G2,Or51g2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000167359,ENSMUSG00000066262,OR51I1,OR51I1,Or51i1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000187918,ENSMUSG00000073932,OR51I2,OR51I2,Or51i2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176798,ENSMUSG00000080891,OR51L1,OR51L1,Or51l1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184698,ENSMUSG00000042219,OR51M1,OR51M1,Or51m1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176922,ENSMUSG00000043310,OR51S1,OR51S1,Or51s1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176900,ENSMUSG00000045824,OR51T1,OR51T1,Or51t4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000255307,ENSMUSG00000043948,OR52B2,OR52B2,Or52b2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221996,ENSMUSG00000073979,OR52B4,OR52B4,Or52b4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000187747,ENSMUSG00000081859,OR52B6,OR52B6,Or52b6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181609,ENSMUSG00000073931,OR52D1,OR52D1,Or52d1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000176787,ENSMUSG00000051362,OR52E2,OR52E2,Or52e2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000180974,ENSMUSG00000073914,OR52E4,OR52E4,Or52e4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181616,ENSMUSG00000042909,OR52H1,OR52H1,Or52h1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000205495,ENSMUSG00000073956,OR52J3,OR52J3,Or52j3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181963,ENSMUSG00000073973,OR52K2,OR52K2,Or52k2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000183313,ENSMUSG00000047794,OR52L1,OR52L1,Or52l1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197790,ENSMUSG00000073971,OR52M1,OR52M1,Or52m1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181001,ENSMUSG00000051885,OR52N1,OR52N1,Or52n1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181009,ENSMUSG00000073916,OR52N5,OR52N5,Or52n5,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000175485,ENSMUSG00000073906,OR52W1,OR52W1,Or52w1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172320,ENSMUSG00000067522,OR5A1,OR5A1,Or5a1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172324,ENSMUSG00000109328,OR5A2,OR5A2,Or5a21,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172464,ENSMUSG00000046975,OR5AP2,OR5AP2,Or5ap2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
