human_ensembl,mouse_ensembl,human_symbol_original,human_symbol_hgnc,mouse_symbol,hgnc_resolved,protein_coding_hgnc,present_archs4_human,present_archs4_mouse,expressed_tcga,expressed_tcga_exact_old_symbol,expressed_osdr,has_human_exon_length,has_mouse_exon_length,in_current_vocab,unique_pair_after_hgnc,eligible_reconciled,eligible_with_exact_tcga_symbol,training_ready
ENSG00000074266,ENSMUSG00000030619,EED,EED,Eed,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000101210,ENSMUSG00000016349,EEF1A2,EEF1A2,Eef1a2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000150456,ENSMUSG00000021951,EEF1AKMT1,EEF1AKMT1,Eef1akmt1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000203791,ENSMUSG00000030960,EEF1AKMT2,EEF1AKMT2,Eef1akmt2,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000123427,ENSMUSG00000080115,EEF1AKMT3,EEF1AKMT3,Eef1akmt3,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000114942,ENSMUSG00000025967,EEF1B2,EEF1B2,Eef1b2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000104529,ENSMUSG00000055762,EEF1D,EEF1D,Eef1d,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000124802,ENSMUSG00000001707,EEF1E1,EEF1E1,Eef1e1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000254772,ENSMUSG00000071644,EEF1G,EEF1G,Eef1g,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167658,ENSMUSG00000034994,EEF2,EEF2,Eef2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000103319,ENSMUSG00000035064,EEF2K,EEF2K,Eef2k,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000132394,ENSMUSG00000033216,EEFSEC,EEFSEC,Eefsec,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167106,ENSMUSG00000039157,EEIG1,EEIG1,Eeig1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162636,ENSMUSG00000040339,EEIG2,EEIG2,Eeig2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000122547,ENSMUSG00000036611,EEPD1,EEPD1,Eepd1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000140025,ENSMUSG00000021176,EFCAB11,EFCAB11,Efcab11,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000172771,ENSMUSG00000030321,EFCAB12,EFCAB12,Efcab12,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000159658,ENSMUSG00000034210,EFCAB14,EFCAB14,Efcab14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000176927,ENSMUSG00000050944,EFCAB5,EFCAB5,Efcab5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000186976,ENSMUSG00000022441,EFCAB6,EFCAB6,Efcab6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000203965,ENSMUSG00000073791,EFCAB7,EFCAB7,Efcab7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000215529,ENSMUSG00000044083,EFCAB8,EFCAB8,Efcab8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000214360,ENSMUSG00000044056,EFCAB9,EFCAB9,Efcab9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114654,ENSMUSG00000068263,EFCC1,EFCC1,Efcc1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115380,ENSMUSG00000020467,EFEMP1,EFEMP1,Efemp1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000172638,ENSMUSG00000024909,EFEMP2,EFEMP2,Efemp2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163576,ENSMUSG00000023931,EFHB,EFHB,Efhb,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000096093,ENSMUSG00000041809,EFHC1,EFHC1,Efhc1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000183690,ENSMUSG00000025038,EFHC2,EFHC2,Efhc2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115468,ENSMUSG00000026255,EFHD1,EFHD1,Efhd1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000142634,ENSMUSG00000040659,EFHD2,EFHD2,Efhd2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000140598,ENSMUSG00000038563,EFL1,EFL1,Efl1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000169242,ENSMUSG00000027954,EFNA1,EFNA1,Efna1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000099617,ENSMUSG00000003070,EFNA2,EFNA2,Efna2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143590,ENSMUSG00000028039,EFNA3,EFNA3,Efna3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000243364,ENSMUSG00000028040,EFNA4,EFNA4,Efna4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000184349,ENSMUSG00000048915,EFNA5,EFNA5,Efna5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000090776,ENSMUSG00000031217,EFNB1,EFNB1,Efnb1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000125266,ENSMUSG00000001300,EFNB2,EFNB2,Efnb2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000108947,ENSMUSG00000003934,EFNB3,EFNB3,Efnb3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000132294,ENSMUSG00000015002,EFR3A,EFR3A,Efr3a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000084710,ENSMUSG00000020658,EFR3B,EFR3B,Efr3b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100842,ENSMUSG00000022203,EFS,EFS,Efs,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000108883,ENSMUSG00000020929,EFTUD2,EFTUD2,Eftud2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000138798,ENSMUSG00000028017,EGF,EGF,Egf,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000198759,ENSMUSG00000000402,EGFL6,EGFL6,Egfl6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000172889,ENSMUSG00000026921,EGFL7,EGFL7,Egfl7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000241404,ENSMUSG00000015467,EGFL8,EGFL8,Egfl8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164318,ENSMUSG00000042961,EGFLAM,EGFLAM,Egflam,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000146648,ENSMUSG00000020122,EGFR,EGFR,Egfr,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135766,ENSMUSG00000031987,EGLN1,EGLN1,Egln1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000269858,ENSMUSG00000058709,EGLN2,EGLN2,Egln2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000129521,ENSMUSG00000035105,EGLN3,EGLN3,Egln3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000120738,ENSMUSG00000038418,EGR1,EGR1,Egr1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000122877,ENSMUSG00000037868,EGR2,EGR2,Egr2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000179388,ENSMUSG00000033730,EGR3,EGR3,Egr3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135625,ENSMUSG00000071341,EGR4,EGR4,Egr4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115504,ENSMUSG00000042302,EHBP1,EHBP1,Ehbp1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000173442,ENSMUSG00000024937,EHBP1L1,EHBP1L1,Ehbp1l1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000110047,ENSMUSG00000024772,EHD1,EHD1,Ehd1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000024422,ENSMUSG00000074364,EHD2,EHD2,Ehd2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000013016,ENSMUSG00000024065,EHD3,EHD3,Ehd3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000103966,ENSMUSG00000027293,EHD4,EHD4,Ehd4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135373,ENSMUSG00000012350,EHF,EHF,Ehf,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000113790,ENSMUSG00000022853,EHHADH,EHHADH,Ehhadh,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000181090,ENSMUSG00000036893,EHMT1,EHMT1,Ehmt1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000204371,ENSMUSG00000013787,EHMT2,EHMT2,Ehmt2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000149547,ENSMUSG00000062762,EI24,EI24,Ei24,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000255302,ENSMUSG00000091337,EID1,EID1,Eid1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000176396,ENSMUSG00000046058,EID2,EID2,Eid2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000176401,ENSMUSG00000070705,EID2B,EID2B,Eid2b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000255150,ENSMUSG00000109864,EID3,EID3,Eid3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000173812,ENSMUSG00000035530,EIF1,EIF1,Eif1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000175376,ENSMUSG00000024841,EIF1AD,EIF1AD,Eif1ad,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000173674,ENSMUSG00000067194,EIF1AX,EIF1AX,Eif1ax,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114784,ENSMUSG00000006941,EIF1B,EIF1B,Eif1b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000144895,ENSMUSG00000027810,EIF2A,EIF2A,Eif2a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000086232,ENSMUSG00000029613,EIF2AK1,EIF2AK1,Eif2ak1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000055332,ENSMUSG00000024079,EIF2AK2,EIF2AK2,Eif2ak2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000172071,ENSMUSG00000031668,EIF2AK3,EIF2AK3,Eif2ak3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000128829,ENSMUSG00000005102,EIF2AK4,EIF2AK4,Eif2ak4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000111361,ENSMUSG00000029388,EIF2B1,EIF2B1,Eif2b1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000119718,ENSMUSG00000004788,EIF2B2,EIF2B2,Eif2b2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000070785,ENSMUSG00000028683,EIF2B3,EIF2B3,Eif2b3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115211,ENSMUSG00000029145,EIF2B4,EIF2B4,Eif2b4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000145191,ENSMUSG00000003235,EIF2B5,EIF2B5,Eif2b5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143486,ENSMUSG00000026427,EIF2D,EIF2D,Eif2d,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000134001,ENSMUSG00000021116,EIF2S1,EIF2S1,Eif2s1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000125977,ENSMUSG00000074656,EIF2S2,EIF2S2,Eif2s2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000107581,ENSMUSG00000024991,EIF3A,EIF3A,Eif3a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000106263,ENSMUSG00000056076,EIF3B,EIF3B,Eif3b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100353,ENSMUSG00000016554,EIF3D,EIF3D,Eif3d,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000104408,ENSMUSG00000022336,EIF3E,EIF3E,Eif3e,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000175390,ENSMUSG00000031029,EIF3F,EIF3F,Eif3f,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000130811,ENSMUSG00000070319,EIF3G,EIF3G,Eif3g,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000147677,ENSMUSG00000022312,EIF3H,EIF3H,Eif3h,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000084623,ENSMUSG00000028798,EIF3I,EIF3I,Eif3i,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000178982,ENSMUSG00000053565,EIF3K,EIF3K,Eif3k,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100129,ENSMUSG00000033047,EIF3L,EIF3L,Eif3l,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000149100,ENSMUSG00000027170,EIF3M,EIF3M,Eif3m,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000161960,ENSMUSG00000059796,EIF4A1,EIF4A1,Eif4a1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000156976,ENSMUSG00000022884,EIF4A2,EIF4A2,Eif4a2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000151247,ENSMUSG00000028156,EIF4E,EIF4E,Eif4e,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000175766,ENSMUSG00000074895,EIF4E1B,EIF4E1B,Eif4e1b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135930,ENSMUSG00000026254,EIF4E2,EIF4E2,Eif4e2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163412,ENSMUSG00000093661,EIF4E3,EIF4E3,Eif4e3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000148730,ENSMUSG00000020091,EIF4EBP2,EIF4EBP2,Eif4ebp2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000243056,ENSMUSG00000090264,EIF4EBP3,EIF4EBP3,Eif4ebp3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000184708,ENSMUSG00000020454,EIF4ENIF1,EIF4ENIF1,Eif4enif1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114867,ENSMUSG00000045983,EIF4G1,EIF4G1,Eif4g1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000110321,ENSMUSG00000005610,EIF4G2,EIF4G2,Eif4g2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000075151,ENSMUSG00000028760,EIF4G3,EIF4G3,Eif4g3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000106682,ENSMUSG00000040731,EIF4H,EIF4H,Eif4h,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100664,ENSMUSG00000021282,EIF5,EIF5,Eif5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163577,ENSMUSG00000050192,EIF5A2,EIF5A2,Eif5a2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000158417,ENSMUSG00000026083,EIF5B,EIF5B,Eif5b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000242372,ENSMUSG00000027613,EIF6,EIF6,Eif6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000032389,ENSMUSG00000036613,EIPR1,EIPR1,Eipr1,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000141642,ENSMUSG00000036941,ELAC1,ELAC1,Elac1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000006744,ENSMUSG00000020549,ELAC2,ELAC2,Elac2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000197561,ENSMUSG00000020125,ELANE,ELANE,Elane,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000116299,ENSMUSG00000040412,ELAPOR1,ELAPOR1,Elapor1,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000164659,ENSMUSG00000056004,ELAPOR2,ELAPOR2,Elapor2,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000066044,ENSMUSG00000040028,ELAVL1,ELAVL1,Elavl1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000107105,ENSMUSG00000008489,ELAVL2,ELAVL2,Elavl2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000196361,ENSMUSG00000003410,ELAVL3,ELAVL3,Elavl3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000162374,ENSMUSG00000028546,ELAVL4,ELAVL4,Elavl4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000120690,ENSMUSG00000036461,ELF1,ELF1,Elf1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000109381,ENSMUSG00000037174,ELF2,ELF2,Elf2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163435,ENSMUSG00000003051,ELF3,ELF3,Elf3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000102034,ENSMUSG00000031103,ELF4,ELF4,Elf4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135374,ENSMUSG00000027186,ELF5,ELF5,Elf5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000225968,ENSMUSG00000048988,ELFN1,ELFN1,Elfn1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000166897,ENSMUSG00000043460,ELFN2,ELFN2,Elfn2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000126767,ENSMUSG00000009406,ELK1,ELK1,Elk1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000111145,ENSMUSG00000008398,ELK3,ELK3,Elk3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000158711,ENSMUSG00000026436,ELK4,ELK4,Elk4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000105656,ENSMUSG00000070002,ELL,ELL,Ell,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000118985,ENSMUSG00000001542,ELL2,ELL2,Ell2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000128886,ENSMUSG00000027246,ELL3,ELL3,Ell3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000155849,ENSMUSG00000041112,ELMO1,ELMO1,Elmo1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000062598,ENSMUSG00000017670,ELMO2,ELMO2,Elmo2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000102890,ENSMUSG00000014791,ELMO3,ELMO3,Elmo3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000110675,ENSMUSG00000041986,ELMOD1,ELMOD1,Elmod1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000179387,ENSMUSG00000035151,ELMOD2,ELMOD2,Elmod2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115459,ENSMUSG00000056698,ELMOD3,ELMOD3,Elmod3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000049540,ENSMUSG00000029675,ELN,ELN,Eln,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000011007,ENSMUSG00000028668,ELOA,ELOA,Eloa,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000103363,ENSMUSG00000055839,ELOB,ELOB,Elob,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000154582,ENSMUSG00000079658,ELOC,ELOC,Eloc,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000130165,ENSMUSG00000013822,ELOF1,ELOF1,Elof1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000066322,ENSMUSG00000006390,ELOVL1,ELOVL1,Elovl1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000197977,ENSMUSG00000021364,ELOVL2,ELOVL2,Elovl2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000119915,ENSMUSG00000038754,ELOVL3,ELOVL3,Elovl3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000118402,ENSMUSG00000032262,ELOVL4,ELOVL4,Elovl4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000012660,ENSMUSG00000032349,ELOVL5,ELOVL5,Elovl5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000170522,ENSMUSG00000041220,ELOVL6,ELOVL6,Elovl6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164181,ENSMUSG00000021696,ELOVL7,ELOVL7,Elovl7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000070061,ENSMUSG00000028431,ELP1,ELP1,Elp1,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000134759,ENSMUSG00000024271,ELP2,ELP2,Elp2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000134014,ENSMUSG00000022031,ELP3,ELP3,Elp3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000109911,ENSMUSG00000027167,ELP4,ELP4,Elp4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000170291,ENSMUSG00000018565,ELP5,ELP5,Elp5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163832,ENSMUSG00000054836,ELP6,ELP6,Elp6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000170571,ENSMUSG00000021728,EMB,EMB,Emb,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000127463,ENSMUSG00000078517,EMC1,EMC1,Emc1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000161671,ENSMUSG00000008140,EMC10,EMC10,Emc10,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000104412,ENSMUSG00000022337,EMC2,EMC2,Emc2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000125037,ENSMUSG00000030286,EMC3,EMC3,Emc3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000128463,ENSMUSG00000027131,EMC4,EMC4,Emc4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000127774,ENSMUSG00000047260,EMC6,EMC6,Emc6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000134153,ENSMUSG00000055943,EMC7,EMC7,Emc7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131148,ENSMUSG00000031819,EMC8,EMC8,Emc8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100908,ENSMUSG00000022217,EMC9,EMC9,Emc9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164035,ENSMUSG00000054690,EMCN,EMCN,Emcn,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000102119,ENSMUSG00000001964,EMD,EMD,Emd,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154920,ENSMUSG00000039055,EME1,EME1,Eme1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000197774,ENSMUSG00000073436,EME2,EME2,Eme2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000126749,ENSMUSG00000004268,EMG1,EMG1,Emg1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000186998,ENSMUSG00000034164,EMID1,EMID1,Emid1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000138080,ENSMUSG00000029163,EMILIN1,EMILIN1,Emilin1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000132205,ENSMUSG00000024053,EMILIN2,EMILIN2,Emilin2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000183798,ENSMUSG00000050700,EMILIN3,EMILIN3,Emilin3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000066629,ENSMUSG00000058070,EML1,EML1,Eml1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000125746,ENSMUSG00000040811,EML2,EML2,Eml2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000149499,ENSMUSG00000071647,EML3,EML3,Eml3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143924,ENSMUSG00000032624,EML4,EML4,Eml4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000165521,ENSMUSG00000051166,EML5,EML5,Eml5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000214595,ENSMUSG00000044072,EML6,EML6,Eml6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000134531,ENSMUSG00000030208,EMP1,EMP1,Emp1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000213853,ENSMUSG00000022505,EMP2,EMP2,Emp2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000142227,ENSMUSG00000040212,EMP3,EMP3,Emp3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000158636,ENSMUSG00000035401,EMSY,EMSY,Emsy,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135638,ENSMUSG00000033726,EMX1,EMX1,Emx1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000170370,ENSMUSG00000043969,EMX2,EMX2,Emx2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163064,ENSMUSG00000058665,EN1,EN1,En1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164778,ENSMUSG00000039095,EN2,EN2,En2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154380,ENSMUSG00000022995,ENAH,ENAH,Enah,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000132464,ENSMUSG00000029286,ENAM,ENAM,Enam,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000171617,ENSMUSG00000041773,ENC1,ENC1,Enc1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000149218,ENSMUSG00000037419,ENDOD1,ENDOD1,Endod1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167136,ENSMUSG00000015337,ENDOG,ENDOG,Endog,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000111405,ENSMUSG00000022468,ENDOU,ENDOU,Endou,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000173818,ENSMUSG00000039850,ENDOV,ENDOV,Endov,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000106991,ENSMUSG00000026814,ENG,ENG,Eng,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167280,ENSMUSG00000033857,ENGASE,ENGASE,Engase,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000168913,ENSMUSG00000028445,ENHO,ENHO,Enho,True,True,True,True,True,True,True,True,True,True,True,True,True,True
